"mod","b1","b2"
1,0.0127183479238042,-0.000487090269248296
2,0.0134559812200041,-0.000502563761831266
3,0.0127599737211557,-0.000504733972055943
4,0.012814892697895,-0.000489426024272921
5,0.0142308369556083,-0.000476785235000444
6,0.0132790217878593,-0.000381495667698906
7,0.0102998089936222,-0.000404195154247476
8,0.0127706771129568,-0.000476593709503517
9,0.00867928633064656,-0.000363935065368424
10,0.00624432103994807,-0.000312749650508531
11,0.00720945258329162,-0.000365000129811285
