"model","n_obs","temp_coef","temp2_coef","temp_se","temp2_se","optimum_temp_c","effect_25c_vs_opt"
"Unweighted (country-year average effect)",6584,0.0127177399159016,-0.000487076480604488,0.00373682362094164,0.000116813708501268,13.0551775976928,-0.069495479101947
"Population-weighted (person-year average effect)",6584,0.0136102416355528,-0.000499406558357898,0.00858446615485994,0.000237116401328922,13.6264145992643,-0.0646024557459723
