"iso","year","growthWDI","temp","temp2","prec","prec2","iso_id","GDPpctile_WDIppp","time","time2"
"AGO",2008,0.0960216,22.4441666666667,503.740617361111,948.68,899993.7424,"AGO",39,22,484
"AGO",2009,-0.0090385,22.5325,507.71355625,952.19,906665.7961,"AGO",39,23,529
"AGO",2010,0.0011492,22.7058333333333,515.554867361111,919.24,845002.1776,"AGO",39,24,576
"AGO",2014,0.00821220988941135,22.4958333333333,506.062517361111,887.59,787816.0081,"AGO",39,28,784
"AGO",2015,-0.0280470818378251,22.5441666666667,508.239450694444,818.58,670073.2164,"AGO",39,29,841
"AGO",2016,-0.0515402904669538,22.84,521.6656,806.16,649893.9456,"AGO",39,30,900
"AGO",2017,-0.0362286501702881,22.6191666666667,511.626700694445,834.97,697174.9009,"AGO",39,31,961
"AGO",2018,-0.0396852454312942,22.6833333333333,514.533611111111,910.47,828955.6209,"AGO",39,32,1024
"AGO",2019,-0.0352900012504749,22.6591666666667,513.437834027778,923.17,852242.8489,"AGO",39,33,1089
"AGO",2020,-0.071276148271679,22.7666666666667,518.321111111111,928.33,861796.5889,"AGO",39,34,1156
"AGO",2021,-0.010943408561201,22.7483333333333,517.486669444444,909.89,827899.8121,"AGO",39,35,1225
"AGO",2022,0.00991406795873331,22.5675,509.29205625,911.82,831415.7124,"AGO",39,36,1296
"ALB",1981,0.0358366,12.8816666666667,165.937336111111,1155.45,1335064.7025,"ALB",41,0,0
"ALB",1982,0.0079269,13.3183333333333,177.378002777778,1082.79,1172434.1841,"ALB",41,1,1
"ALB",1983,-0.0102201,12.9341666666667,167.292667361111,1005.49,1011010.1401,"ALB",41,2,4
"ALB",1984,-0.0336343,12.7208333333333,161.819600694444,1005.03,1010085.3009,"ALB",41,3,9
"ALB",1985,-0.0029102,13.0316666666667,169.824336111111,1047.93,1098157.2849,"ALB",41,4,16
"ALB",1986,0.0355086,13.2175,174.70230625,1076.57,1159002.9649,"ALB",41,5,25
"ALB",1987,-0.02788,13.06,170.5636,1185.91,1406382.5281,"ALB",41,6,36
"ALB",1988,-0.0331693,13.435,180.499225,928.94,862929.5236,"ALB",41,7,49
"ALB",1989,0.0669445,13.0208333333333,169.542100694444,860.59,740615.1481,"ALB",41,8,64
"ALB",1990,-0.1186473,13.7475,188.99375625,902.95,815318.7025,"ALB",41,9,81
"ALB",1991,-0.3447925,12.7008333333333,161.311167361111,990.09,980278.2081,"ALB",41,10,100
"ALB",1992,-0.0686592,13.335,177.822225,882.12,778135.6944,"ALB",41,11,121
"ALB",1993,0.0977688,13.2333333333333,175.121111111111,984.86,969949.2196,"ALB",41,12,144
"ALB",1994,0.0858738,14.2141666666667,202.042534027778,1016.01,1032276.3201,"ALB",41,13,169
"ALB",1995,0.131046,13.0525,170.36775625,1252.83,1569583.0089,"ALB",41,14,196
"ALB",1996,0.0933098,12.8058333333333,163.989367361111,1329.84,1768474.4256,"ALB",41,15,225
"ALB",1997,-0.1013309,13.0583333333333,170.520069444444,945.6,894159.36,"ALB",41,16,256
"ALB",1998,0.1258526,13.6425,186.11780625,1085.29,1177854.3841,"ALB",41,17,289
"ALB",1999,0.1025524,13.8541666666667,191.937934027778,1192.82,1422819.5524,"ALB",41,18,324
"ALB",2000,0.076832,14.235,202.635225,882.75,779247.5625,"ALB",41,19,361
"ALB",2001,0.0757573,13.8983333333333,193.163669444444,894.8,800667.04,"ALB",41,20,400
"ALB",2002,0.0327356,14.0066666666667,196.186711111111,1148.15,1318248.4225,"ALB",41,21,441
"ALB",2003,0.0612746,13.8483333333333,191.776336111111,1102.05,1214514.2025,"ALB",41,22,484
"ALB",2004,0.0636344,13.58,184.4164,1165.48,1358343.6304,"ALB",41,23,529
"ALB",2005,0.0608169,13.0933333333333,171.435377777778,1183.15,1399843.9225,"ALB",41,24,576
"ALB",2006,0.0570764,13.5525,183.67025625,1113.83,1240617.2689,"ALB",41,25,625
"ALB",2007,0.066514,14.2083333333333,201.876736111111,1141.3,1302565.69,"ALB",41,26,676
"ALB",2008,0.0838562,14.3183333333333,205.014669444444,1106.04,1223324.4816,"ALB",41,27,729
"ALB",2009,0.042216,14.1258333333333,199.539167361111,1446.13,2091291.9769,"ALB",41,28,784
"ALB",2010,0.044027,14.0366666666667,197.028011111111,1468.94,2157784.7236,"ALB",41,29,841
"ALB",2014,0.0383017022939833,14.3591666666667,206.185667361111,1438.69,2069828.9161,"ALB",41,33,1089
"ALB",2015,0.0381743447071763,14.2891666666667,204.180284027778,1107.79,1227198.6841,"ALB",41,34,1156
"ALB",2016,0.0552482598081943,14.36,206.2096,1216.53,1479945.2409,"ALB",41,35,1225
"ALB",2017,0.0488935288088643,14.1825,201.14330625,1090.1,1188318.01,"ALB",41,36,1296
"ALB",2018,0.0528357949627288,14.8391666666667,220.200867361111,1006.66,1013364.3556,"ALB",41,37,1369
"ALB",2019,0.0364975808463876,14.7308333333333,216.997450694444,1298.88,1687089.2544,"ALB",41,38,1444
"ALB",2020,-0.0181016536329729,14.505,210.395025,1066.65,1137742.2225,"ALB",41,39,1521
"ALB",2021,0.106641494274411,14.3075,204.70455625,1211.01,1466545.2201,"ALB",41,40,1600
"ALB",2022,0.0645698822084806,14.7341666666667,217.095667361111,962.68,926752.7824,"ALB",41,41,1681
"ARE",1976,-0.0042797,26.7083333333333,713.335069444444,238.01,56648.7601,"ARE",100,0,0
"ARE",1977,0.0452509,27.6366666666667,763.785344444444,102.01,10406.0401,"ARE",100,1,1
"ARE",1978,-0.1497971,27.3708333333333,749.162517361111,79.33,6293.2489,"ARE",100,2,4
"ARE",1979,0.077029,27.4716666666667,754.692469444444,114.42,13091.9364,"ARE",100,3,9
"ARE",1980,0.1226247,27.565,759.829225,80.75,6520.5625,"ARE",100,4,16
"ARE",1981,-0.0265279,27.4625,754.18890625,68.87,4743.0769,"ARE",100,5,25
"ARE",1982,-0.1275366,26.5783333333333,706.407802777778,214.92,46190.6064,"ARE",100,6,36
"ARE",1983,-0.0989156,26.6691666666667,711.244450694444,102.5,10506.25,"ARE",100,7,49
"ARE",1984,-0.010308,26.8633333333333,721.638677777778,55.9,3124.81,"ARE",100,8,64
"ARE",1985,-0.0898999,27.0408333333333,731.206667361111,27.33,746.9289,"ARE",100,9,81
"ARE",1986,-0.2194996,26.8591666666667,721.414834027778,72.98,5326.0804,"ARE",100,10,100
"ARE",1987,-0.0265068,27.2366666666667,741.836011111111,136.37,18596.7769,"ARE",100,11,121
"ARE",1988,-0.0869745,27.3908333333333,750.257750694444,104.84,10991.4256,"ARE",100,12,144
"ARE",1989,0.0572723,26.6241666666667,708.846250694445,107.96,11655.3616,"ARE",100,13,169
"ARE",1990,0.1116872,27.2758333333333,743.971084027778,78.41,6148.1281,"ARE",100,14,196
"ARE",1991,-0.0461024,26.94,725.7636,97.84,9572.6656,"ARE",100,15,225
"ARE",1992,-0.0206559,26.3283333333333,693.181136111111,115.78,13405.0084,"ARE",100,16,256
"ARE",1993,-0.0398073,27.2325,741.60905625,121.04,14650.6816,"ARE",100,17,289
"ARE",1994,0.0156734,27.4425,753.09080625,41.27,1703.2129,"ARE",100,18,324
"ARE",1995,0.014865,27.1958333333333,739.613350694444,103.95,10805.6025,"ARE",100,19,361
"ARE",1996,0.004661,27.315,746.109225,124.56,15515.1936,"ARE",100,20,400
"ARE",1997,0.0243041,27.1675,738.07305625,151.69,23009.8561,"ARE",100,21,441
"ARE",1998,-0.0509921,28.2141666666667,796.039200694445,84.26,7099.7476,"ARE",100,22,484
"ARE",1999,-0.0210369,28.2466666666667,797.874177777778,71.04,5046.6816,"ARE",100,23,529
"ARE",2000,0.0581922,27.8316666666667,774.601669444444,64.19,4120.3561,"ARE",100,24,576
"ARE",2001,-0.0204532,27.9625,781.90140625,26.72,713.9584,"ARE",100,25,625
"ARE",2002,-0.004865,27.8183333333333,773.859669444444,49.44,2444.3136,"ARE",100,26,676
"ARE",2003,0.040268,27.8608333333333,776.226034027778,45.94,2110.4836,"ARE",100,27,729
"ARE",2004,0.0089558,28.0416666666667,786.335069444444,50.1,2510.01,"ARE",100,28,784
"ARE",2005,-0.0783331,27.6941666666667,766.966867361111,71.39,5096.5321,"ARE",100,29,841
"ARE",2006,-0.0675819,27.9008333333333,778.456500694444,93.04,8656.4416,"ARE",100,30,900
"ARE",2007,-0.1418018,27.9866666666667,783.253511111111,57.06,3255.8436,"ARE",100,31,961
"ARE",2008,-0.1279019,27.7616666666667,770.710136111111,37.5,1406.25,"ARE",100,32,1024
"ARE",2009,-0.1761062,28.0791666666667,788.439600694444,128.02,16389.1204,"ARE",100,33,1089
"ARE",2010,-0.0729982,28.53,813.9609,36.44,1327.8736,"ARE",100,34,1156
"ARE",2014,-0.00124078023674471,27.8616666666667,776.272469444444,118.58,14061.2164,"ARE",100,38,1444
"ARE",2015,0.0147473600077311,28.2791666666667,799.711267361111,74.73,5584.5729,"ARE",100,39,1521
"ARE",2016,0.00574841518832997,28.365,804.573225,84.46,7133.4916,"ARE",100,40,1600
"ARE",2017,-0.0415218113866617,28.2591666666667,798.580500694444,85.22,7262.4484,"ARE",100,41,1681
"ARE",2018,0.00195794810557288,28.4416666666667,808.928402777778,70.17,4923.8289,"ARE",100,42,1764
"ARE",2019,0.00209030520233554,28.2066666666667,795.616044444444,89.63,8033.5369,"ARE",100,43,1849
"ARE",2020,-0.08258825738052,27.9925,783.58005625,99.32,9864.4624,"ARE",100,44,1936
"ARE",2021,0.0265160401509495,28.7041666666667,823.929184027778,63.67,4053.8689,"ARE",100,45,2025
"ARE",2022,0.0218063316393284,28.5441666666667,814.769450694444,78.04,6090.2416,"ARE",100,46,2116
"ARG",1961,0.0367323,17.2575,297.82130625,896.42,803568.8164,"ARG",NA,0,0
"ARG",1962,-0.024463,16.7108333333333,279.251950694444,680.4,462944.16,"ARG",NA,1,1
"ARG",1963,-0.0701775,17.0316666666667,290.077669444444,1056.83,1116889.6489,"ARG",NA,2,4
"ARG",1964,0.0812122,16.4541666666667,270.739600694444,792.6,628214.76,"ARG",NA,3,9
"ARG",1965,0.0855667,17.1633333333333,294.580011111111,787.98,620912.4804,"ARG",NA,4,16
"ARG",1966,-0.021095,16.8075,282.49205625,937.06,878081.4436,"ARG",NA,5,25
"ARG",1967,0.0172599,17.2183333333333,296.471002777778,905.94,820727.2836,"ARG",NA,6,36
"ARG",1968,0.0329098,17.2158333333333,296.384917361111,810.8,657396.64,"ARG",NA,7,49
"ARG",1969,0.0777439,17.4716666666667,305.259136111111,795.83,633345.3889,"ARG",NA,8,64
"ARG",1970,0.0146266,17.3633333333333,301.485344444444,776.04,602238.0816,"ARG",NA,9,81
"ARG",1971,0.0388175,16.8766666666667,284.821877777778,874.83,765327.5289,"ARG",NA,10,100
"ARG",1972,-0.0007392,17.1233333333333,293.208544444444,902.49,814488.2001,"ARG",NA,11,121
"ARG",1973,0.0105496,16.7458333333333,280.422934027778,940.82,885142.2724,"ARG",NA,12,144
"ARG",1974,0.0369048,16.8758333333333,284.793750694444,772.47,596709.9009,"ARG",NA,13,169
"ARG",1975,-0.016678,17.1275,293.35125625,846.42,716426.8164,"ARG",NA,14,196
"ARG",1976,-0.0361213,16.525,273.075625,977.88,956249.2944,"ARG",NA,15,225
"ARG",1977,0.0518319,17.4591666666667,304.822500694444,949.75,902025.0625,"ARG",NA,16,256
"ARG",1978,-0.060996,17.0983333333333,292.353002777778,1011.52,1023172.7104,"ARG",NA,17,289
"ARG",1979,0.0824835,17.0716666666667,291.441802777778,772.86,597312.5796,"ARG",NA,18,324
"ARG",1980,0.0256764,17.5766666666667,308.939211111111,954.25,910593.0625,"ARG",NA,19,361
"ARG",1981,-0.0737533,17.29,298.9441,907.09,822812.2681,"ARG",NA,20,400
"ARG",1982,-0.0661002,17.4691666666667,305.171784027778,929.38,863747.1844,"ARG",NA,21,441
"ARG",1983,0.0227399,16.89,285.2721,859.13,738104.3569,"ARG",NA,22,484
"ARG",1984,0.0066658,16.6333333333333,276.667777777778,1039.72,1081017.6784,"ARG",NA,23,529
"ARG",1985,-0.0939708,17.4575,304.76430625,994.82,989666.8324,"ARG",NA,24,576
"ARG",1986,0.0608905,17.5775,308.96850625,1048.07,1098450.7249,"ARG",NA,25,625
"ARG",1987,0.0139193,17.2583333333333,297.850069444444,920.62,847541.1844,"ARG",NA,26,676
"ARG",1988,-0.0404672,16.7825,281.65230625,752.35,566030.5225,"ARG",NA,27,729
"ARG",1989,-0.092236,17.61,310.1121,773.22,597869.1684,"ARG",NA,28,784
"ARG",1990,-0.03831,17.1575,294.37980625,1117.07,1247845.3849,"ARG",NA,29,841
"ARG",1991,0.1055819,17.4091666666667,303.079084027778,965.21,931630.3441,"ARG",NA,30,900
"ARG",1992,0.0994171,17.0033333333333,289.113344444444,1014.39,1028987.0721,"ARG",NA,31,961
"ARG",1993,0.0443159,17.2308333333333,296.901617361111,1049.68,1101828.1024,"ARG",NA,32,1024
"ARG",1994,0.0439257,17.84,318.2656,859.76,739187.2576,"ARG",NA,33,1089
"ARG",1995,-0.0413973,17.1433333333333,293.893877777778,728.35,530493.7225,"ARG",NA,34,1156
"ARG",1996,0.0414992,17.2966666666667,299.174677777778,861.95,742957.8025,"ARG",NA,35,1225
"ARG",1997,0.065961,17.7941666666667,316.632367361111,964.55,930356.7025,"ARG",NA,36,1296
"ARG",1998,0.0261198,17.0891666666667,292.039617361111,892.06,795771.0436,"ARG",NA,37,1369
"ARG",1999,-0.0456003,16.9616666666667,287.698136111111,852.97,727557.8209,"ARG",NA,38,1444
"ARG",2000,-0.0185049,16.9441666666667,287.104784027778,1075.11,1155861.5121,"ARG",NA,39,1521
"ARG",2001,-0.0550741,17.6708333333333,312.258350694444,1135.49,1289337.5401,"ARG",NA,40,1600
"ARG",2002,-0.1248064,17.3808333333333,302.093367361111,1177.89,1387424.8521,"ARG",NA,41,1681
"ARG",2003,0.0756107,17.3741666666667,301.861667361111,969.66,940240.5156,"ARG",NA,42,1764
"ARG",2004,0.0775771,17.4366666666667,304.037344444444,842.37,709587.2169,"ARG",NA,43,1849
"ARG",2005,0.0791849,17.2458333333333,297.418767361111,844.16,712606.1056,"ARG",NA,44,1936
"ARG",2006,0.0715387,17.7075,313.55555625,936.35,876751.3225,"ARG",NA,45,2025
"ARG",2014,-0.0351326421042003,17.7658333333333,315.624834027778,1193.8,1425158.44,"ARG",NA,53,2809
"ARG",2015,0.0166091253843923,17.8258333333333,317.760334027778,932.5,869556.25,"ARG",NA,54,2916
"ARG",2016,-0.0302450095578762,17.12,293.0944,964.7,930646.09,"ARG",NA,55,3025
"ARG",2017,0.0191639608148853,18.0091666666667,324.330084027778,973.92,948520.1664,"ARG",NA,56,3136
"ARG",2018,-0.0341553683867816,17.6041666666667,309.906684027778,983.36,966996.8896,"ARG",NA,57,3249
"ARG",2019,-0.0269506723533574,17.4933333333333,306.016711111111,936.21,876489.1641,"ARG",NA,58,3364
"ARG",2020,-0.103361096878518,17.6883333333333,312.877136111111,713.49,509067.9801,"ARG",NA,59,3481
"ARG",2021,0.101485599877349,17.5983333333333,309.701336111111,766.03,586801.9609,"ARG",NA,60,3600
"ARG",2022,0.0579747980169367,17.27,298.2529,666.43,444128.9449,"ARG",NA,61,3721
"ARM",1991,-0.1151386,7.68083333333333,58.9952006944444,474.17,224837.1889,"ARM",36,0,0
"ARM",1992,-0.5233527,6.0475,36.57225625,513.56,263743.8736,"ARM",36,1,1
"ARM",1993,-0.0687026,6.39416666666667,40.8853673611111,463.41,214748.8281,"ARM",36,2,4
"ARM",1994,0.0765379,7.50166666666667,56.2750027777778,515.84,266090.9056,"ARM",36,3,9
"ARM",1995,0.0872276,8.07416666666667,65.1921673611111,432.4,186969.76,"ARM",36,4,16
"ARM",1996,0.0725531,8.22166666666667,67.5958027777778,435.48,189642.8304,"ARM",36,5,25
"ARM",1997,0.0440079,7.53416666666667,56.7636673611111,457.82,209599.1524,"ARM",36,6,36
"ARM",1998,0.0783598,8.62666666666667,74.4193777777778,424.34,180064.4356,"ARM",36,7,49
"ARM",1999,0.038634,8.76,76.7376,424.33,180055.9489,"ARM",36,8,64
"ARM",2000,0.0630697,8.28,68.5584,377.54,142536.4516,"ARM",36,9,81
"ARM",2001,0.0965316,8.91583333333333,79.4920840277778,437.88,191738.8944,"ARM",36,10,100
"ARM",2002,0.1281086,7.8175,61.11330625,599.26,359112.5476,"ARM",36,11,121
"ARM",2003,0.1349928,7.88,62.0944,634.7,402844.09,"ARM",36,12,144
"ARM",2004,0.1029791,8.02333333333333,64.3738777777778,532.21,283247.4841,"ARM",36,13,169
"ARM",2005,0.1334039,8.06916666666667,65.1114506944444,582.81,339667.4961,"ARM",36,14,196
"ARM",2006,0.1279585,8.38416666666667,70.2942506944445,523.29,273832.4241,"ARM",36,15,225
"ARM",2007,0.1331741,7.64416666666667,58.4332840277778,645.58,416773.5364,"ARM",36,16,256
"ARM",2008,0.0708776,7.9775,63.64050625,434.95,189181.5025,"ARM",36,17,289
"ARM",2009,-0.1494287,8.145,66.341025,605.9,367114.81,"ARM",36,18,324
"ARM",2010,0.0233321,9.95916666666667,99.1850006944444,606.58,367939.2964,"ARM",36,19,361
"ARM",2014,0.0388187670110254,9,81,460.19,211774.8361,"ARM",36,23,529
"ARM",2015,0.0351599547257022,8.79583333333333,77.3666840277778,542.93,294772.9849,"ARM",36,24,576
"ARM",2016,0.00611877151180408,8.25583333333333,68.1587840277778,583.49,340460.5801,"ARM",36,25,625
"ARM",2017,0.0796544606461424,8.43333333333333,71.1211111111111,404.33,163482.7489,"ARM",36,26,676
"ARM",2018,0.0556850117850011,9.73666666666667,94.8026777777778,493.37,243413.9569,"ARM",36,27,729
"ARM",2019,0.0783608438672164,9.02,81.3604,354.34,125556.8356,"ARM",36,28,784
"ARM",2020,-0.0716866452731679,8.83833333333333,78.1161361111111,488.04,238183.0416,"ARM",36,29,841
"ARM",2021,0.0577142760758333,9.21083333333333,84.8394506944445,402.23,161788.9729,"ARM",36,30,900
"ARM",2022,0.123383335576379,9.0425,81.76680625,400.97,160776.9409,"ARM",36,31,961
"AUS",1961,0.003335,16.8616666666667,284.315802777778,961.07,923655.5449,"AUS",86,0,0
"AUS",1962,-0.0117426,16.5858333333333,275.089867361111,1007.83,1015721.3089,"AUS",86,1,1
"AUS",1963,0.0411178,16.6533333333333,277.333511111111,1225.71,1502365.0041,"AUS",86,2,4
"AUS",1964,0.0478048,16.3716666666667,268.031469444444,1011.95,1024042.8025,"AUS",86,3,9
"AUS",1965,0.0384735,16.7,278.89,778.84,606591.7456,"AUS",86,4,16
"AUS",1966,0.0005376,16.33,266.6689,905.99,820817.8801,"AUS",86,5,25
"AUS",1967,0.0484588,16.7466666666667,280.450844444444,928.87,862799.4769,"AUS",86,6,36
"AUS",1968,0.0320211,16.6783333333333,278.166802777778,857.31,734980.4361,"AUS",86,7,49
"AUS",1969,0.0472136,16.8166666666667,282.800277777778,951.37,905104.8769,"AUS",86,8,64
"AUS",1970,0.0495153,16.4633333333333,271.041344444444,988.97,978061.6609,"AUS",86,9,81
"AUS",1971,0.0054845,16.5233333333333,273.020544444444,1028.34,1057483.1556,"AUS",86,10,100
"AUS",1972,0.0199824,16.875,284.765625,976.44,953435.0736,"AUS",86,11,121
"AUS",1973,0.0103514,17.315,299.809225,1150.31,1323213.0961,"AUS",86,12,144
"AUS",1974,0.01487,16.6625,277.63890625,1305.4,1704069.16,"AUS",86,13,169
"AUS",1975,0.000935,17.0058333333333,289.198367361111,1040.64,1082931.6096,"AUS",86,14,196
"AUS",1976,0.0155152,16.7275,279.80925625,1076.98,1159885.9204,"AUS",86,15,225
"AUS",1977,0.0241788,17.0466666666667,290.588844444444,820.51,673236.6601,"AUS",86,16,256
"AUS",1978,-0.0026934,16.7791666666667,281.540434027778,1164.06,1355035.6836,"AUS",86,17,289
"AUS",1979,0.0289308,17.1725,294.89475625,772.34,596509.0756,"AUS",86,18,324
"AUS",1980,0.017867,17.4683333333333,305.142669444444,763.63,583130.7769,"AUS",86,19,361
"AUS",1981,0.0171483,17.2091666666667,296.155417361111,1024.39,1049374.8721,"AUS",86,20,400
"AUS",1982,0.0160198,17.0508333333333,290.730917361111,703.75,495264.0625,"AUS",86,21,441
"AUS",1983,-0.0350947,17.1575,294.37980625,1062.76,1129458.8176,"AUS",86,22,484
"AUS",1984,0.0339445,16.4958333333333,272.112517361111,1008.36,1016789.8896,"AUS",86,23,529
"AUS",1985,0.0374886,16.9108333333333,285.976284027778,947.21,897206.7841,"AUS",86,24,576
"AUS",1986,0.0221836,16.6583333333333,277.500069444444,843.07,710767.0249,"AUS",86,25,625
"AUS",1987,0.009018,16.9608333333333,287.669867361111,932.18,868959.5524,"AUS",86,26,676
"AUS",1988,0.0378873,17.5275,307.21325625,1163.02,1352615.5204,"AUS",86,27,729
"AUS",1989,0.0219196,16.915,286.117225,1101.28,1212817.6384,"AUS",86,28,784
"AUS",1990,0.0258572,17.1658333333333,294.665834027778,1082.01,1170745.6401,"AUS",86,29,841
"AUS",1991,-0.0139803,17.3566666666667,301.253877777778,862.29,743544.0441,"AUS",86,30,900
"AUS",1992,-0.0089626,16.6466666666667,277.111511111111,1069.06,1142889.2836,"AUS",86,31,961
"AUS",1993,0.0307393,17.1033333333333,292.524011111111,834.32,696089.8624,"AUS",86,32,1024
"AUS",1994,0.0290002,16.9858333333333,288.518534027778,680.76,463434.1776,"AUS",86,33,1089
"AUS",1995,0.0245668,16.7825,281.65230625,997.37,994746.9169,"AUS",86,34,1156
"AUS",1996,0.025553,16.7516666666667,280.618336111111,973.55,947799.6025,"AUS",86,35,1225
"AUS",1997,0.0275038,17.2225,296.61450625,782.29,611977.6441,"AUS",86,36,1296
"AUS",1998,0.0329399,17.3883333333333,302.354136111111,982.13,964579.3369,"AUS",86,37,1369
"AUS",1999,0.0373939,17.2116666666667,296.241469444444,1073.37,1152123.1569,"AUS",86,38,1444
"AUS",2000,0.0261105,17.1575,294.37980625,847.5,718256.25,"AUS",86,39,1521
"AUS",2001,0.0055772,17.2308333333333,296.901617361111,843.18,710952.5124,"AUS",86,40,1600
"AUS",2002,0.0257508,17.345,300.849025,687.04,472023.9616,"AUS",86,41,1681
"AUS",2003,0.0179836,17.1233333333333,293.208544444444,840.02,705633.6004,"AUS",86,42,1764
"AUS",2004,0.0291463,17.1866666666667,295.381511111111,871.8,760035.24,"AUS",86,43,1849
"AUS",2005,0.018474,17.4283333333333,303.746802777778,856.53,733643.6409,"AUS",86,44,1936
"AUS",2006,0.0146502,17.0758333333333,291.584084027778,667.34,445342.6756,"AUS",86,45,2025
"AUS",2007,0.0307506,17.2933333333333,299.059377777778,873.15,762390.9225,"AUS",86,46,2116
"AUS",2008,0.0162688,16.65,277.2225,919.71,845866.4841,"AUS",86,47,2209
"AUS",2009,-0.0033332,17.3133333333333,299.751511111111,844.99,714008.1001,"AUS",86,48,2304
"AUS",2010,0.0038804,16.9441666666667,287.104784027778,1110.78,1233832.2084,"AUS",86,49,2401
"AUS",2014,0.0108218148890933,17.8716666666667,319.396469444444,780.12,608587.2144,"AUS",86,53,2809
"AUS",2015,0.00704511799724457,17.5416666666667,307.710069444445,886.82,786449.7124,"AUS",86,54,2916
"AUS",2016,0.0116312811538609,17.8041666666667,316.988350694444,968.09,937198.2481,"AUS",86,55,3025
"AUS",2017,0.0062251098729871,17.8591666666667,318.949834027778,852.65,727012.0225,"AUS",86,56,3136
"AUS",2018,0.013466306507712,17.7808333333333,316.158034027778,768.8,591053.44,"AUS",86,57,3249
"AUS",2019,0.00695209563773375,17.9258333333333,321.335500694444,620.41,384908.5681,"AUS",86,58,3364
"AUS",2020,-0.0135774770320791,17.6491666666667,311.493084027778,1004.54,1009100.6116,"AUS",86,59,3481
"AUS",2021,0.0186332687000336,17.1641666666667,294.608617361111,1144.57,1310040.4849,"AUS",86,60,3600
