"X","Y2","Y3","Y4","Y5","Y6","Y7","spline_est_3","spline_est_4","spline_est_5","spline_est_6","spline_est_7"
0.333333333333333,0.00418512702966761,0.00350650244373359,0.00352891404799978,0.00394652726133412,9.85907380488294e-05,0.00332087848115715,-0.0425038200511152,-0.0384018118117844,-0.0470966454463778,-0.0410329254864243,-0.0331712554645787
0.666666666666667,0.00826201484142334,0.00695480552743649,0.00694730677332737,0.00779008917872389,0.000308598257171555,0.00627388547749263,-0.0406850079474259,-0.0360772469321364,-0.0442457589181467,-0.0385490922245342,-0.0311633102185388
1,0.0122306634352672,0.010343693314188,0.0102584299318491,0.0115292433671762,0.000657075038929241,0.0088893567809795,-0.0388661958437366,-0.0337526820524884,-0.0413948723899156,-0.0360652589626441,-0.029155364972499
1.33333333333333,0.0160910728111992,0.0136719498670675,0.0134654097819099,0.0151627988246605,0.00116517282528993,0.0112007995954897,-0.0370473837400473,-0.0314281171728405,-0.0385439858616845,-0.033581425700754,-0.0271474197264591
1.66666666666667,0.0198432429692193,0.0169383592491543,0.0165712470843337,0.0186898050292556,0.00184859094495172,0.0132439199682297,-0.035228571636358,-0.0291035522931925,-0.0356930993334534,-0.0310975924388639,-0.0251394744804192
2,0.0234871739093275,0.0201417055235276,0.0195788171024231,0.0221095410362964,0.00271801116622617,0.015055737203245,-0.0334097595326687,-0.0267789874135445,-0.0328422128052223,-0.0286137591769738,-0.0231315292343793
2.33333333333333,0.0270228656315239,0.0232807727532668,0.0224908696019593,0.0254215045755202,0.00377951907648186,0.0166737823042546,-0.0315909474289794,-0.0244544225338966,-0.0299913262769912,-0.0261299259150838,-0.0211235839883395
2.66666666666667,0.0304503181358083,0.0263543450014512,0.0253100288512024,0.0286254011482137,0.00503501198814837,0.018135377494079,-0.0297721353252901,-0.0221298576542486,-0.0271404397487601,-0.0236460926531937,-0.0191156387422996
3,0.0337695314221809,0.0293612063311601,0.0280387936208913,0.0317211331243594,0.00648259337128043,0.0194769938579234,-0.0279533232216008,-0.0198052927746006,-0.024289553220529,-0.0211622593913036,-0.0171076934962597
3.33333333333333,0.0369805054906417,0.0323001408054728,0.0306795371842436,0.0347087888397824,0.00811695381268235,0.0207336841577783,-0.0261345111179115,-0.0174807278949527,-0.0214386666922979,-0.0186784261294135,-0.0150997482502198
3.66666666666667,0.0400832403411905,0.0351699324874687,0.0332345073169555,0.037588631693297,0.00992973850159276,0.0219385878652005,-0.0243156990142222,-0.0151561630153047,-0.0185877801640668,-0.0161945928675234,-0.01309180300418
4,0.0430777359738275,0.037969365440227,0.0357058262972022,0.0403610892438532,0.0119099012419296,0.0231225054597355,-0.0224968869105329,-0.0128315981356568,-0.0157368936358357,-0.0137107596056333,-0.0110838577581401
4.33333333333333,0.0459639923885526,0.040697223726827,0.0380954909056375,0.0430267423076838,0.0140440449910954,0.0243135390402454,-0.0206780748068436,-0.0105070332560088,-0.0128860071076046,-0.0112269263437432,-0.00907591251210023
4.66666666666667,0.0487420095853658,0.0433522914103482,0.0404053724253941,0.0455863140554503,0.0163167489253427,0.025536796296403,-0.0188592627031543,-0.00818246837636083,-0.0100351205793735,-0.00874309308185312,-0.00706796726606035
5,0.0514117875642671,0.0459333525538697,0.0426372166420833,0.0480406591093904,0.0187108820317002,0.0268141548876154,-0.017040450599465,-0.00585790349671287,-0.00718423405114238,-0.00625925981996303,-0.00506002202002048
5.33333333333333,0.0539733263252566,0.0484391912204709,0.0447926438437951,0.0503907526404637,0.0212079032264582,0.0281640842766388,-0.0152216384957757,-0.00353333861706491,-0.00433334752291128,-0.00377542655807294,-0.00305207677398061
5.66666666666667,0.0564266258683342,0.0508685914732312,0.0468731488210985,0.0526376794654995,0.0237881480002157,0.0296015220651473,-0.0134028263920864,-0.00120877373741694,-0.00148246099468017,-0.00129159329618284,-0.00104413152794073
6,0.0587716861934999,0.0532203373752297,0.0488801008670411,0.0547826231443422,0.0264311015894864,0.0311378018785177,-0.0115840142883971,0.0011156695464854,0.00136816088257922,0.00119209569910378,0.000963917518831582
6.33333333333333,0.0610085073007537,0.055493212989546,0.0508147437771493,0.056826855076999,0.0291156586748661,0.0327806298470928,-0.00976520218470784,0.00343679167621739,0.00421155432701913,0.00367184432929564,0.00297480168317857
6.66666666666667,0.0631370891900957,0.0576860023792591,0.0526781958494282,0.0587717236007859,0.0318203696057594,0.0345341067311851,-0.00794639008101854,0.00574815025866599,0.0070336975849281,0.00614000905252525,0.00499402054175374
7,0.0651574318615258,0.0597974896074485,0.0544714498843617,0.0606186430874744,0.0345236731516674,0.0363987927370844,-0.00612757797732925,0.00804314830242347,0.00982023242216356,0.0085887629046289,0.00702720564471123
7.33333333333333,0.067069535315044,0.0618264587371935,0.0561953731849124,0.0623690830404387,0.0372041157800355,0.0383718120713291,-0.00430876587363995,0.0103151888160821,0.012556800604583,0.0110102789214429,0.00907998854220522
7.66666666666667,0.0688733995506503,0.0637716938315734,0.0578507075565217,0.0640245571918016,0.0398405574606609,0.0404469942805071,-0.00248995376995065,0.0125576748082343,0.0152290438980439,0.0133967301388036,0.0111580007843899
8,0.0705690245683448,0.0656319789536675,0.0594380693071098,0.0655866125995815,0.0424123639966616,0.0426150494238451,-0.000671141666261357,0.0147640092874723,0.0178226040684036,0.0157402895925472,0.0132668739214194
8.33333333333333,0.0721564103681274,0.0674060981665551,0.0609579492470756,0.0670568187448393,0.0448995858820042,0.0448637741258509,0.00114742184607045,0.0169275952623883,0.0203231228815198,0.0180331303185102,0.0154122395034478
8.66666666666667,0.073635556949998,0.0690928355333155,0.0624107126892967,0.0684367566288244,0.0472831236855931,0.0471782855562703,0.00296218955156728,0.0190418357415747,0.0227162421032497,0.0202674253525287,0.0175997290806295
9,0.0750064643139569,0.070690975117028,0.0637965994491296,0.0697280078701219,0.0495448799619194,0.0495412803846206,0.00476727440805622,0.0211001337336237,0.0249876034994509,0.0224353477304392,0.0198349742031184
9.33333333333333,0.0762691324600038,0.072199300980772,0.0651157238444094,0.0709321438017993,0.0516678976882704,0.0519333157565632,0.00655673965955449,0.0230958922471277,0.0271228488359809,0.0245290704880778,0.0221236064210689
9.66666666666667,0.0774235613881389,0.0736165971876268,0.0663680746954501,0.0720507145685524,0.0536364852284991,0.0543331093393784,0.0083246485500793,0.025022514290679,0.029107619878697,0.026540766661281,0.024471257284635
10,0.0784697510983621,0.0749416478006717,0.0675535153250443,0.0730852382238528,0.0554363278233539,0.0567178554838032,0.0100650643236479,0.0268734028728699,0.0309275583934569,0.028462609285885,0.026883558343971
10.3333333333333,0.0794077015906734,0.0761732368829859,0.0686717835584634,0.0740371898270943,0.0570545856073692,0.0590635545494955,0.0117720502242775,0.0286419610022925,0.0325683061461178,0.0302867713977262,0.0293661411492309
10.6666666666667,0.0802374128650729,0.0773101484976488,0.0697224917234577,0.0749079905407391,0.0584799781523152,0.0613453524413867,0.0134396694959853,0.0303215916875394,0.0340155049025374,0.0320054260326408,0.031924637250569
11,0.0809588849215604,0.0783511667077398,0.0707051266502561,0.0756989967274651,0.0597028555372093,0.063537887404186,0.0150619853827886,0.0319056979372027,0.035254796428573,0.0336107462264652,0.0345639885126073
