Date,ABW,AFG,AGO,AIA,ALA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,Z02,Z03,Z08,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRO,FSM,GAB,GBR,GEO,GGY,GHA,GIB,GIN,GLP,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUM,GUY,HMD,HND,HRV,HTI,HUN,IDN,IMN,IND,Z01,Z04,Z05,Z07,Z09,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JEY,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAF,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MTQ,MUS,MWI,MYS,MYT,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,Z06,PAN,PCN,PER,PHL,PLW,PNG,POL,PRI,PRK,PRT,PRY,PSE,PYF,QAT,REU,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SJM,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VIR,VNM,VUT,WLF,WSM,XAD,XCA,XCL,XKO,XPI,XSP,YEM,ZAF,ZMB,ZNC,ZWE
X199011,70.4,11.86,124.02,75,51.87,165.1,73,0.75,150.7,29.64,323.9,,,79.51,31.99,95.13,27.32,147.85,73.22,32.07,76.3,6.02,62.35,22.81,0.71,27.3,106.4,,58.56,297.89,144.4,112.28,110.75,184.63,338.6,1.6,,20.06,94.97,103.28,25.7,127.12,17.15,57.2,2.02,3.35,6,122.06,98.99,159.21,180.96,150.26,170.72,90.06,11.43,248.63,72.36,113.7,256.5,118.1,14.96,59.78,75.56,1.14,254.26,61.65,172.8,71.18,30.83,1.18,1.04,3.34,62.52,81.12,25.4,52.56,275.57,41.58,71.89,162.32,350.83,352.18,57.9,89.49,86.83,61.37,61.5,57.49,200.67,0.8,10.56,297.47,72.04,180.2,62.27,207.85,137.15,399.31,163.66,,312.02,128.23,144.4,52,175.48,95.55,30.13,7.4,11.21,8.71,3.11,13.24,,81.6,10.25,12.66,77.05,23.18,108.07,221.42,100.1,8.82,180.39,28.99,118.31,25.74,102.15,187.44,76.3,60.64,17.36,130.42,45.46,171.56,57.75,247.24,104.6,276.26,18.62,74.89,89.05,79.72,75,40.05,63.6,13.61,80.62,175.09,36.54,326.58,55.35,2.03,79.24,66.19,170.8,11.3,295.1,54.57,0.04,111.4,279.93,83.62,42.24,232.44,82.79,23.34,191.15,0.06,77.2,32.35,153.08,73.09,84.03,76.64,1.56,213.9,129.19,5.17,4.41,5.75,326.55,233.9,53.21,305.94,511.82,221.64,53.1,113.02,48.41,110.23,131.94,18.82,220.99,0.04,73.34,21.73,59.18,142.41,14.07,0.71,0.31,200.23,,18.79,23.97,179.14,133.63,107.62,105.18,23.63,99.17,43.96,22.52,290.3,112.48,67.15,174.09,52.79,58.32,75,181,35.32,111.35,1.77,53.76,84.08,23.49,248.42,10.5,19.65,101.61,258.3,93.55,62.98,336.82,32.06,112.1,97.82,41.94,,183.2,63.25,15.41,126.3,239.9,108.15,94,89.28,196.13,100.55,329.17,346.1,15.83,31.68,,62.19,,,0.49,38.57,60.95,13.72,68.71
X199012,48.4,64.29,120.22,103,32.17,250.92,78.66,2.26,118.95,22.54,199.3,,,91.22,51.06,50.57,44.11,156.62,93.19,31.34,94.2,3.34,10.89,112.89,0.21,23.55,114.49,,38.02,185.79,106.1,130.33,114.53,92.51,208.57,0.75,,55.4,32.69,139.5,10.4,65.28,9.46,15.31,103.7,10.96,4.75,90.52,46.96,174.77,181.88,105.13,150.2,193.35,1.75,195.55,40.19,92.52,268.3,65.2,62.63,38.55,63.99,0.03,160.71,51.63,79.19,95.76,65.11,0.42,0.34,12.55,55.58,38.01,6.33,43.66,167.89,61.91,71.83,166.74,225.66,294.66,92.79,65.33,84.84,87.06,144.1,20.84,181.99,0.41,0.63,246.15,169.82,131.4,74.7,85.61,215.58,275.07,420.44,,110.56,94.35,40.63,47.87,345.71,148.06,12.44,106.53,15.32,14.14,4.83,17.6,,123.98,38.44,20.5,129.23,16.66,98.37,104.25,93.3,7.5,48.13,23.46,86.99,39.32,10.07,328.32,94.2,27.3,13.36,4.23,74.92,88.39,23.65,113.89,38.76,283.93,122.44,44.04,123.89,38.72,103,108.14,94.3,68.45,166.3,204.6,26.31,251.31,136.03,0.05,129.19,8.42,231.24,5.06,198.9,108.59,0.01,119.8,140.51,106.77,113.64,228.03,163.7,49.39,89.87,0.03,61.9,30.96,66.43,128.81,74.47,142.24,12.59,312.1,46.26,1.46,34.28,108.57,195.78,440.1,58.31,162.55,37.16,262.54,31.63,134.89,29.62,89.24,151.03,7.67,84.53,0.01,73.11,70.8,28.86,128.04,17.01,0.07,0.05,248.07,,45.66,49.95,324.5,67.07,12.86,82.82,68.26,168.04,91.04,14.56,288.95,209.15,48.46,90.88,42.85,140.2,103,111.29,42.47,64.6,0.15,49.97,17.97,72.41,197.82,24.95,194.14,87.56,178.5,122.25,107.24,400.41,12.91,144.76,108.85,47.56,,104.2,91.06,41.08,133.9,158.3,64.2,131.7,126.13,55.12,295.46,419.09,259.81,60.53,67.01,,156.12,,,1.14,92.37,183.43,66.06,129.26
X199101,12.5,61.65,117.37,62.6,42.14,45.08,45.45,9.58,126.61,32.2,364.5,,,72.93,117.23,22.59,24.9,131.37,71.86,7.26,84.3,0,18.53,15.57,38.02,76.9,35.26,,23.98,141.41,135,188.75,230.24,65.49,119.39,33.95,,141.51,6.32,69.03,14.3,52.59,10.9,34.22,11.44,2.1,1.01,19.88,3.1,151.27,177.24,233.61,52.8,313.35,0,34.13,37.53,28.7,287.5,49.9,77.83,13.6,41.75,7.46,148.97,54.92,47.6,55.48,97.37,16.68,4.19,2.32,48.44,58.6,17.83,55.33,376.09,69.71,55.29,160.19,239.31,223.45,84.97,90.17,97.8,17.38,69.5,3.38,157.57,0.26,0,76.03,55.72,71,41.94,28.96,312.31,97.88,167.3,,72.05,49.64,16,7.3,366.23,109.07,13.78,24.74,2.66,1.4,35.24,2.26,,101.34,44.85,32.09,170.6,169.79,44.52,46.2,106.7,89.94,60.92,32.41,59.44,50.86,3.8,447.12,84.3,22.53,45.44,5.21,159.73,37.81,39.22,102.21,35.07,93.67,234.5,30.82,98.54,40.07,62.6,21.11,40.3,11.29,184.24,315.07,17.52,198.54,21.38,0.01,115.02,5.13,49.02,3.32,87.5,181.23,0.59,117.8,128.95,100.8,281.24,189.56,275.7,95.7,120.25,0.03,13.2,2.53,23.63,227.66,58.57,117.23,26.31,325.9,97.32,7.15,11.8,30.34,61,90.1,38.18,73.15,636.94,284.7,16.24,76.36,8,102.16,145.89,169.09,198.67,26.87,74.28,12.14,36.83,92.11,26.9,0.06,0.51,184.26,,54.91,38.3,339.82,1.83,5.98,22.59,2.17,136.44,20.95,6.04,199.98,184.58,8.39,55.77,52.48,236.35,62.6,704.48,81.11,25.54,0.02,3.79,9.47,76.16,321.31,19.15,244.07,379.08,69.22,82.5,54,253.91,80.77,146.13,53.85,23.23,,101.99,77.79,44.36,21.5,121.2,15,56.7,56.07,26.52,239.46,347,430.04,73.33,31.76,,26.18,,,4.57,148.86,276.3,73.69,126.99
X199102,8.2,78.06,101.87,65.7,25.05,142.55,75.7,27.86,61.15,17,664.4,,,31.2,78.84,25.03,30.61,156.48,31.08,35.65,51.9,1.55,31.33,44.24,10.13,67.52,65.8,,34.47,50.58,121,118.61,170.77,39.02,89.76,16.77,,91.4,33.71,51.12,52.3,27.38,6.54,30,24.48,2.55,0.91,47.15,32.44,117.67,124.39,367.94,46.62,263.6,2.37,64.2,17.14,11.22,243.8,36.8,71.28,16.79,22.99,19.67,68.18,29.88,72.23,69.61,208.91,7.31,1.29,8.42,76.75,35.84,32.29,23.04,268.42,49.82,34.41,92.21,232.39,205.42,56.55,58.01,41.68,43.63,151.8,5.16,79.45,0,0.05,160.59,62.78,61,50.23,14.62,199.07,81.26,77.61,,18.25,50.45,28.2,33.02,305.52,77.46,12.52,74.71,8.73,10.24,35.57,13.27,,85.03,38.37,39.74,180.76,64.27,52.5,28.83,42.1,41.08,88.05,14.73,24.09,33.73,16.6,144.34,51.9,41.15,15.48,3.4,84.19,37.07,28.61,59.43,15.53,51.38,140.77,40.78,30.68,40.14,65.7,107.12,67,28.23,234.67,16.17,13.59,308.06,72.12,0.64,64.07,2.62,138.2,2.48,57.1,220.65,0.01,56.4,71.44,255.31,201.71,104.04,232.51,98.77,166.4,0.14,28.5,21.93,15.85,512.57,27.39,46.88,15.66,218.4,98.76,24.45,43.82,88.23,39.01,289.7,48.48,71.61,122.09,338.13,22.22,146.57,14.66,145.93,82.54,71.77,120.96,10.63,208.82,31.64,28.15,114.33,6.44,0.11,0,94.74,,43.4,40.46,336.61,5.06,1.32,67.49,5.74,103.46,44.78,15.54,150.15,92.62,37,60.28,28.86,118.93,65.7,93.39,50.2,28.17,0.05,56.59,9.59,58.37,346.36,17.66,257.13,187.28,79.3,49.53,64.96,532.34,73.79,106.4,70.37,30.54,,35.13,55.14,27.93,76,76.4,19.21,88.9,80.26,15.39,401.82,296.77,669.68,62.53,35.97,,83.89,,,18.61,96.53,177.06,63.44,126.38
X199103,10.2,118.03,170.96,50,24.27,65.97,194.38,29.47,59.95,54.33,239.3,,,60.04,28.46,43.4,53.38,131.55,35.7,62.02,46.1,16.7,45.02,23.75,28.75,45.53,56.1,,19.55,25.14,122,125.58,254.97,55.08,62.3,38.7,,101.45,45.46,93.38,109.9,72.64,17.62,82.74,26.79,2.57,1.38,97.9,72.28,167.57,140.58,132.17,181.51,356.81,0,35.01,40.38,29.02,302.2,28.4,49.46,25.17,31.73,31.78,113.55,25.55,52.14,92.82,185.42,16.98,13.03,2.49,93.19,40.88,82.24,37.85,243.83,51.2,68.29,115.96,536.55,262.78,63.23,70.74,73.27,65.89,129.3,18.61,145.99,0,0.04,175.9,51.42,71.9,47.65,18.01,244.41,39.93,130.72,,23.58,48.96,69.44,18.72,264.11,127.89,13.31,79.34,8.52,11.52,59.05,10.88,,104.18,82.58,66.66,100.09,91.58,57.66,101.23,80.8,78.23,164.03,23.01,116.54,67.15,25.33,137.23,46.1,73.47,43.1,37.45,158.83,100.55,21.23,76.87,48.23,126.4,134.17,23.44,45.69,35.22,50,106.38,100.4,5.82,248.47,129.31,7.9,203.03,39.36,3.17,27.09,5.18,66.3,8.59,45,228.34,0.01,101.9,87.04,363.81,196.46,186.85,241.9,56.33,307.24,4.4,126.8,67.05,7.98,362.23,26.29,85.78,35.39,222,75.86,11.34,33.58,81.82,31.59,141.6,73.84,78.68,406.52,264.31,19.18,48.98,33.76,160.98,99.24,106.03,146.5,27.45,254.74,14.21,26.1,133.92,27.07,0.48,0,281.28,,59.2,41.06,362.73,28.34,11.02,33.75,34.59,106.48,41.55,24.79,243.38,147.3,20.16,64.62,29.14,128.22,50,127.13,106.15,36.37,0.83,67.93,31.46,126.78,97.92,42.55,111.89,277.21,68.67,65.35,58.88,336.2,79.33,175.19,124.68,12.8,,32.04,114.44,62.23,36.3,117.1,48.03,50.5,44.58,39.95,478.46,485.63,276.37,45.74,47.66,,41.62,,,27.24,108.21,144.92,49.8,110.33
X199104,9.7,76.39,156.22,43.2,13.13,136.98,50.17,2.14,90,49.12,170.8,,,61.21,26.83,40.82,31.46,158.18,54.86,160.38,55.1,33.22,107.46,69.55,1.19,111.32,98.7,,28.5,14.64,123,50.45,152.63,136.8,218.44,93.72,,1.54,157.03,96.22,63.1,55.4,58.84,65.27,41.52,5.28,3.01,156.21,184.69,140.3,250.78,201.26,133.53,273.83,0.02,119.87,76.33,18.38,276.9,51.5,27.39,32.85,35.4,9.26,161.45,40.92,101.41,24.75,97.6,4.54,33.06,0.72,46.16,27.72,65.58,19.79,367.34,51.41,45,109.7,461.92,291.87,67.02,52.78,47.93,150.66,56.2,37.99,178.95,0,0.01,316.59,79.31,102.9,18.04,58.52,338.87,122.05,223.77,,16.33,74.29,71.94,39.86,275.11,115.75,27.82,110.63,16.94,14.09,117.25,16.78,,118.33,21.72,24.35,63.45,14.89,85.96,135.38,52.6,8.32,141.45,18.07,133.97,47.27,75.78,117.7,55.1,78.24,16.53,54.77,49.72,119.34,9.72,208.69,50.76,120.46,3.81,30.2,44.72,29.55,43.2,25.78,47.5,40.16,148.68,105.63,8.03,433.88,91.11,11.21,28.69,66.27,150.82,12.35,119,64.51,0.72,102.8,228.18,339.18,84.6,232.47,190.73,1.06,145.15,8.59,30.2,143.77,15.84,37.16,39.53,61.53,55.73,168.4,198.71,1.27,43.02,95.79,107.27,136.5,34.36,85.31,235.05,244.94,37.29,98.41,34.57,41.91,135.29,11.57,115.71,1.13,245.09,47.63,28.4,160.42,9.76,6.77,0.15,182.85,,24.04,32.8,256.07,54.01,29.06,104.79,62.21,48.44,65.97,91.99,217.14,253.36,42.58,68.47,24.34,1.09,43.2,160.62,37.96,22.28,31.94,164.85,68.96,87.11,304.15,20.23,138.92,174.97,124,42.38,77.86,283.46,87.06,191.19,205.21,30.98,,102.52,97.32,42.29,89.2,207.2,48.8,64.6,57.17,54.55,186.36,200.68,173.72,23.56,16.79,,98.31,,,17.41,7.74,41.34,26.94,7.18
X199105,5.1,89.54,22.42,52.7,44.63,89.7,123.92,0.55,62.9,69.95,208.1,,,75.83,58.73,141.59,52.5,131.51,30.16,193.72,60.1,147.6,333.28,120.3,0,79.78,136.95,,75.48,169.28,144,26.62,103.21,51.49,230.21,365.95,,0.3,188.76,80.01,17.5,90.27,157.44,105.1,39.8,10.18,8.31,214.78,215.91,105.05,164.03,319.22,178.92,197.78,0.02,300.98,257.67,3.65,182,150,15.31,74.72,43.83,10.04,128.9,29.99,179.86,27.72,108.78,0.09,16.49,0.16,32.95,52.24,100.99,47.96,35.37,53.48,29.59,74.55,443.15,262.3,14.4,108.3,7.69,259.47,0.8,96.88,181.5,0.01,0.07,290.82,61.98,54.8,49.2,184.06,526.84,113.36,140.91,,176.68,139.21,121.61,77.67,120.05,16.72,50.31,71.85,22.22,16.1,254.2,23.23,,6.51,20.43,7.24,116.94,2.29,93.83,302.46,8.8,1.67,108.96,29.17,221.47,58.61,114.61,181.75,60.1,86.32,0.22,154.55,12.45,261.16,6.46,92.82,118.14,198.8,1.7,66.43,18.93,70.99,52.7,8.19,47.4,114.61,36.3,253,47.02,416.83,88.89,42.22,14.3,114.82,129.45,20.25,79.3,15.35,1.54,117.6,118.1,65.73,19.94,319.15,64.7,0.07,99.55,61.27,34.3,214.36,168.32,134.87,31.96,39.84,92.89,151,78.2,0.45,29.45,75.56,293.27,158.9,24.97,114.35,216.8,162.07,63.36,122.96,61.5,7.16,166.7,1.89,97.79,0,47.75,141.38,53.59,147.12,6.03,19.07,1.6,209.1,,64.43,25.32,208.14,160.29,182.85,136.48,63.39,99.21,104.81,151.73,297.72,213.83,89.41,189.35,40.79,28.06,52.7,150.81,18.09,31.01,104.6,216.58,177.54,136.13,196.37,36.86,52.28,51.5,68.75,20.8,87.46,228.25,82.45,170.76,205.46,89.3,,108.21,93.04,70.48,75.9,108.2,54.24,76,69.75,131.03,131.71,267.45,231.26,12.27,28.11,,108.57,,,37.82,22.4,6.01,13.39,3.56
X199106,10.6,6.69,0.51,33.2,69.26,33.06,44.4,0.08,87.46,61.75,155.2,,,44.34,151.82,133.99,19.17,23.42,119.27,155.9,45,108.66,394.5,54.3,0,238.23,63.24,,93.72,142.6,110,37.97,85.28,74.33,243.83,691.12,,3.41,136.04,51.66,88.1,177.89,183.72,188.15,24.25,10.22,11.23,172.66,154.81,49.85,14.12,84.22,121.58,138.62,0.21,303.77,166.3,11.73,121.8,165.7,0.32,88.96,107.64,1.4,121.57,105.36,58.35,5.76,33,0.03,24.62,0.03,18.64,87.96,120.21,85.06,21.22,47.69,70.01,52.38,392.66,70.97,90.77,90.97,91.68,144.23,4.5,266.81,139.25,13.29,94.13,166.02,7.53,86.3,55.42,346.65,438.95,172.59,358.07,,215.55,65.88,68.16,54.22,54,79.71,203.43,40.64,36.82,26.15,385.13,42.6,,90.2,4.59,0.51,17.03,0,49.74,60.63,95.7,0,245.75,28.14,68.13,56.64,190.22,292.57,45,133,0,247.49,0,367.72,1.56,114.12,176.82,206.92,15.5,93.81,70.92,98.15,33.2,4.09,41.6,72.06,83.39,93.03,162.14,354.38,34.02,87.04,1.56,483.04,63.1,69.31,136,20.79,11.92,88.2,125.85,195.87,3.7,147.91,26.41,0.1,156,62.13,164.1,188.53,244.38,59.79,114.94,122.22,296.91,164,121.62,0.85,17.76,30.96,267.9,115.6,21.65,226.42,256.43,114.59,87.25,86.29,108.98,20.19,166.79,0,24.74,0,146.39,83.87,67.13,53.17,1.08,27.68,17.03,101.69,,84.71,5.82,168.4,313.67,330.38,67.72,18.63,68.15,63.27,153.64,53.6,314.39,82.47,133.51,114.08,32.15,33.2,25.69,0.19,34.76,79.15,139.66,146.61,24.52,165.12,5.98,66.7,92.91,117.39,3.86,23.46,202.78,327.66,38.25,93.23,67.59,,141.56,70.93,17.98,21.1,139.1,102.2,39.5,37.38,264.41,289.43,81.47,158.35,0.18,5.65,,51.05,,,24.39,28.76,0.05,0.22,0.2
X199107,14.1,6.37,0.81,71,24.74,55.04,27.62,0.13,48.34,39.3,161.6,,,56.3,86.65,159.51,22.1,4.03,101.56,229.5,76.3,171.99,358.93,93.39,0,165.8,165.97,,65.69,203.19,97,15.77,54.71,112.42,120.66,489.5,,0.01,206.25,67.91,240.4,120.67,134.34,198.42,18.98,7.96,2.51,147.23,225.28,45.69,12.55,109.84,132.62,215.76,3.65,259.53,132.79,22.42,99.6,171.7,2.11,74.11,64.16,12.57,84.47,43.22,140.44,2.52,25.56,0.05,72.66,0.49,13.53,40.75,201.18,49.26,59.34,44.55,54.56,111.02,359.49,15.02,70.47,87.81,51.36,211.08,2.4,522.85,173.11,211.1,467.07,152.42,29.52,150.7,35.86,168.64,244.6,273.91,336.09,,128.26,116.96,137.64,115.79,51.67,50.24,266.14,104.82,23.58,15.7,397.99,28.41,,66.44,4.51,0.04,63.88,0,41.39,63.33,59.6,0.02,227.46,27.95,54.76,26.56,155.34,220.25,76.3,406.36,0,240.01,0.17,420.16,0.09,164.56,140.95,69.8,1.64,47.39,79.34,39.65,71,3.81,24.9,96.32,40.78,209.63,188.82,344.85,77.09,197.65,0,420.24,100.09,84.67,232.5,21.99,34.86,121,171.4,64.18,10.59,134.47,17.6,0.12,31.12,128.95,197,287.93,201.25,58.17,70.22,67.62,255.03,210,112.42,1.42,45.29,96.25,248.7,130.1,6.52,350.15,669.88,198.86,56.66,183.89,310.34,12.47,39.8,0,42.18,0,35.76,119.1,73.67,14.99,1.9,86.83,104.91,89.74,,84.99,22,222.98,704.91,179.16,45.64,20.19,82.72,128.62,174.59,89.95,226.72,112.08,123.75,41.27,11.12,71,123.71,0.15,37.79,164.46,219.25,163.85,9.31,268.04,1.63,51.58,35.23,191.42,1.08,19.77,213.82,209.82,19.94,65.95,62.68,,130.14,87.15,6.24,21.4,218.4,104.16,84.1,79.89,253.98,77.86,175.21,154.93,1.32,12.98,,99.49,,,33.14,25.68,0.23,0.9,0.27
X199108,21.1,4.28,2.84,61.8,81.91,35.36,57.37,0.27,40.26,28.72,106.4,,,82.05,51.4,79.76,24.53,17.39,15.71,139.93,72.9,253.89,374.41,50.26,0,185.72,57.32,,42.63,182.98,111,6,46.58,113.95,156.16,617.57,,0,263.68,88.55,92.9,25.4,42.51,125.28,27.26,17.76,29.96,133.76,351.76,73.01,19.48,81.39,121.04,92.2,54.15,365.38,141.47,41.64,93.7,161.3,0.74,66.48,41.32,15.3,142.06,51.35,159.03,7.42,15.14,0.06,80.79,0.75,14.89,76.59,184.11,82.86,50.66,41.76,22.56,73.01,358.42,14.53,27.93,71.04,17.61,118.31,6.3,431.99,165.93,239.92,432.88,200.13,26.18,210.7,88.68,187.81,179.41,436.05,266.15,,187.2,67.69,68.74,57.58,37.88,43.58,253.53,115.92,72.5,62.81,393.45,91.82,,37.52,1.32,0.04,105,0,25.47,89.58,18.1,0,182.58,20.83,71.79,17.94,271.43,268.25,72.9,224.5,0,423.82,0,415.45,0.62,125.89,29.43,136.72,1.93,64.91,16.19,60.51,61.8,7.79,23.9,70.74,25.67,180.6,110.64,267.95,55.63,214.33,1.48,528.77,35.91,77.68,326.6,8.13,80.73,118.9,147.61,58.36,4.24,161.33,21.9,0.02,18.25,190.15,69.8,266.54,212.09,125.13,19.14,84.35,396.97,171,137.37,1.57,50.1,96.71,297.36,91.9,14.11,413.14,312.85,275.08,65.12,162.16,84.23,12.17,12.14,0,136.68,0,24.42,73.3,70.62,32.97,2.44,101.91,149.47,161.7,,86.26,41.4,204.93,426.44,286.58,43,14.48,102.24,63.23,163.75,36.83,189.46,73.2,89.42,68.09,1.79,61.8,27.74,0.09,25.43,245.04,150.76,260.87,3.12,194.39,0.11,11.79,102.03,320.41,2.75,8.4,261.1,102.76,20.8,99.16,71.54,,77.11,85.01,1.41,19.4,239.7,165.88,88.2,83.39,268.18,93.69,184.24,105.88,0.44,10.52,,58.25,,,40.05,11.67,0.08,0.65,0.82
X199109,27.2,17.2,16.3,116.4,72.41,56.28,88.9,0.05,58.26,7.61,50.1,,,133.71,45.86,62.95,8.39,79.53,53.02,131.68,130.5,80.89,474.12,27.29,0,226.17,48.54,,49.77,346.55,121,25.05,58.65,201.54,299.84,611.21,,2.2,172.7,66.07,53.8,127.27,86.94,85.1,4.45,3.82,8.99,82.54,183.62,79.18,29.36,114.8,160.09,51.82,12.12,352.85,166.86,25.05,124.8,206,0.34,33.69,51.28,7.72,275.32,57.9,179.38,30.25,22.86,0.03,29.21,2.78,57.21,74.11,137.74,73.84,128.89,36.09,93.45,177.65,648.85,45.65,60.7,53.94,48.05,97.84,51.2,268.39,279.13,224.9,285.77,153.09,12.17,227.1,37.65,263.65,106.2,279.94,138.71,,293.96,60.79,142.58,24.71,52.22,66.8,156.91,65.18,29.07,16.71,304.18,28.04,,79.18,5.29,0.06,79.62,1.1,94.9,186.49,54,0.4,270.65,12,54.48,11.69,347.69,221.58,130.5,169.9,0,264.55,0.29,344.27,11.17,250.94,105.14,92.77,67.8,52.29,73.54,75.88,116.4,35.12,170.5,19.14,29.6,74.09,177.48,453.86,38.69,104.69,29.96,253.38,74.93,63.06,278.3,18.12,39.55,199.4,285.64,73.28,5.9,175.89,16.5,4.72,32.7,28.56,54.1,163.49,266.56,79.62,59.01,146.42,257.31,163,102.65,0.65,49.87,58.1,261.54,239.4,34.07,189.68,521.41,117.82,43.03,209.66,89.17,50.74,165.51,1.07,69.92,0,35.69,29.29,54.86,58.72,0.85,39.52,164.69,114.11,,42.07,31.69,198.2,351.4,338.63,112.79,9.91,188.7,40.82,130.99,71.86,127.99,39.53,105.49,64.86,16.47,116.4,185.95,0.61,43.24,70.56,124.01,251.59,12.53,204.27,2.59,30.21,41.7,248.11,41.97,35.37,241.23,168.82,18.8,90.75,27.85,,91.09,75.23,6.24,112.3,318,126.03,131.5,128.86,205.08,148.88,153.56,45.81,0.32,23.41,,49.55,,,27.7,39.1,2.19,0.48,9.41
X199110,36.1,6.07,58.77,82.1,36.37,102.34,83.81,0.11,89.46,24.65,183.1,,,132.81,28.84,37.58,20.21,143.43,44.73,117.05,95.3,76.39,284.58,71.52,0.01,258.42,174.47,,38.75,189.63,128,54.66,101.1,113.04,266.05,155.82,,22.9,212.21,75.76,9.7,61.09,34.47,40.49,1.44,0.33,0,106.87,200.12,156.95,81.77,55.07,129.25,103.91,25.51,395.87,176.69,31.91,217.9,237.3,27.48,17.87,32.38,4.58,182.45,45.91,157.35,76.91,22.77,0.14,20.18,2.43,80.23,63.11,46.31,50.81,54.19,36.91,70.75,159.59,273.92,220.22,63.46,57.74,87.31,130.48,157.6,256.43,231.81,104.93,230.88,384.02,60.27,164.9,89.58,253.45,46.64,342.61,80.21,,154.01,142.92,94.88,82.21,88.96,159.04,73.79,6.86,0.57,0.41,161.19,0.49,,121.87,23.81,13.73,110.13,13.71,116.79,185.12,94.7,4.91,203.45,11.08,101.42,18.42,249.45,211.9,95.3,19.83,5.1,139.08,27.34,310.66,5.9,156.92,31.48,344.02,162.58,42.06,48.41,57.38,82.1,61.93,128.8,42.38,102.89,156.6,122,224.47,65.18,61.34,88.43,171.42,198.58,6.35,305,12.15,13.05,155.8,168.25,150.15,15.89,213.97,95.79,21.42,21.03,16.38,46.5,131.3,223.47,6.55,46.31,101.14,9.59,269.1,72.73,0.11,5.14,5.78,335.62,170.9,23.27,165.42,180.96,299.75,33.48,133.48,62.63,93.39,127.01,12.15,103.47,0,124.28,64.58,51.54,164.13,7.99,19,87.35,133.33,,61.97,26.98,208.03,334.12,152.79,127.28,26.61,173.58,110.52,114.36,242.09,39.99,67.93,138.45,38.3,24.94,82.1,124.12,27.52,49.52,32.68,145.66,156.01,17.27,163.56,1.56,22.45,42.27,198.29,60.18,66.29,199.51,128.36,86.39,163.21,53.86,,143.15,70.58,5.38,136,204.4,91.99,116.8,108.28,197.09,137.76,385.95,184.89,23.8,35.19,,106.71,,,16.02,84.11,40.52,28.68,15.16
