Date,ABW,AFG,AGO,AIA,ALA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,Z02,Z03,Z08,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRO,FSM,GAB,GBR,GEO,GGY,GHA,GIB,GIN,GLP,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUM,GUY,HMD,HND,HRV,HTI,HUN,IDN,IMN,IND,Z01,Z04,Z05,Z07,Z09,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JEY,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAF,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MTQ,MUS,MWI,MYS,MYT,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,Z06,PAN,PCN,PER,PHL,PLW,PNG,POL,PRI,PRK,PRT,PRY,PSE,PYF,QAT,REU,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SJM,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VIR,VNM,VUT,WLF,WSM,XAD,XCA,XCL,XKO,XPI,XSP,YEM,ZAF,ZMB,ZNC,ZWE
X193012,30.2,28.94,126.03,82,29.43,173.42,90.09,7.96,125.67,26.88,419.2,,,87.85,90.5,67.29,40.92,112.23,49.59,15.02,85.1,0.56,2.06,103.31,26.69,36.29,105.07,,50.1,166.6,148,91.3,228.73,111.62,331,2.22,,100.72,19.99,42.22,152,50.06,49.37,21.62,4.49,3.64,4.98,25.86,38.88,131.52,132.18,203.38,78.89,201.81,0.08,44.17,35.55,94.55,270.1,57.1,137.19,58.86,34.2,52.35,180.8,27.85,95.19,162.55,75.3,17.45,3.5,8.93,71.25,28.76,30.64,24.34,160.41,61.91,72.59,191.25,422.35,228.05,86.87,88.68,109.51,34.08,73.5,10.12,185.2,0.57,0.07,239.62,123.76,115.4,15.57,80.37,273.04,126.39,194.89,,95.16,126.27,47.6,78.33,299.56,148.18,13.31,15.26,12.52,10.92,4.62,12.85,,126.01,40.08,36.36,94.94,108.42,92.24,31.88,125.3,49.92,56.14,34.53,50.75,54.64,26.13,220.78,85.1,9.06,19.05,12.82,127.49,77.75,35.52,141.3,36.25,83.55,91.41,33.49,62.33,26.62,82,52,68.1,58.39,141.24,203.26,18.99,261.86,97.09,0.27,100.15,3.7,184.56,3.61,107.9,137.85,4.59,119.7,171.32,225.55,150.91,298.2,164.3,44.53,40.76,0.03,40.1,27.69,44.34,418.84,46,103.85,28.45,287.3,49.54,1.93,6.25,10.35,158.45,145,43.95,213.25,372.25,334.58,33.8,128.04,8.27,98.97,173.15,94.33,152.12,27.16,153.52,59.83,32.45,80.04,13.12,0.15,0.52,264.85,,24.07,33.79,270.12,44.98,10.98,90.99,22.24,123.61,78.49,14.91,230.29,145.79,84.49,112.41,38.15,148.74,82,300.98,86.51,89.49,0.05,22.81,42.57,59,349.98,17.51,288.49,63.67,112.44,62.48,108.23,327.77,88.26,80.2,41.76,44.46,,114.51,47.43,42.5,133.1,181.3,45.95,115.7,110.52,68.5,229.23,332.89,451.96,125.3,60.64,,111.88,,,6.93,94.35,201.88,127.9,223.59
X193101,7.5,76.93,82.18,44.1,52.45,170.17,26.2,9.86,168.95,31.52,388,,,66.9,64.67,49.33,31.35,134.32,109.99,19.01,67.6,0.02,4.21,56.61,36.08,70.79,72.1,,48.87,94.37,212.4,165.47,160.08,77.37,216.78,3.18,,83.38,6.64,73.54,209,92.1,30.75,20.09,17.19,3.43,2.13,37.46,19.01,160.55,127.11,221.59,62.17,334.22,3.32,34.24,84.37,18.15,287.4,55.9,107.15,37.34,85.76,12.65,132.34,77.13,50.94,119.19,144.4,3.7,4.26,4.76,34.03,72.87,15.14,57.71,270.73,69.71,73.14,160.16,239.83,150.92,71.6,65.91,81.14,41.63,41.1,6.15,135.22,0,0.03,90.81,130.07,61.6,34.84,15.29,306.19,83.81,138.75,,50.2,75.05,47.72,35.74,360.74,143.01,5.55,73.31,4.34,1.54,7.58,3.12,,78.2,58.29,40.68,84.21,161.14,61.87,208.38,91.9,87.28,87.32,22.9,26.72,54.06,12.14,259.32,67.6,43.36,26.48,5.06,173.74,60.96,31.9,108.71,84.93,241.72,154.87,61.86,170.6,66.54,44.1,50.11,31.5,34.57,346.56,103.01,39.83,184.28,79.1,0.13,151.95,9.97,144.59,3.87,80.1,257.84,0.75,103.1,127.84,306.93,335.11,326.44,291.6,74.59,56.57,0.03,40.5,20.18,34.14,40.11,92.89,82.86,6.45,365.5,166.5,14.5,31.97,79.27,66.23,132,77.6,120.6,237.94,265.77,42.66,47.45,21.62,103.77,213.62,158.96,393.05,29.19,244.72,43.71,30.43,97.13,15,0.26,0.09,379.99,,55.46,28.55,339.84,21.72,1.98,42.14,2.01,114.84,59.87,3.16,192.69,157.61,37.05,83.84,68.81,120.97,44.1,250.94,96.51,56.01,0.02,24.36,9.58,86.55,349.74,38.9,224.29,51.62,46.03,84.33,108.37,353.53,56.81,124.76,49.14,45.06,,155.59,58.89,55.65,78.1,126.1,8.71,32.3,32.07,45.53,324.91,315.2,405.24,90.47,42.77,,86.29,,,5.6,122.34,267.4,98,153.62
X193102,3,59.62,169.01,77,32.88,162.24,50.71,30.04,74.95,14.43,476.5,,,37.03,122.5,74.51,21.6,117.74,78.74,24.42,58.1,3.44,29.92,53.6,59.58,53.86,83.15,,35.88,52.15,223.4,101.81,217.54,52.77,73.52,13.37,,41.7,25.81,47.55,177,78.46,12.25,38.96,16.4,4.39,5.63,60.58,43.66,127.03,225.15,296.73,71.78,283.37,6.4,36.08,43.17,7.95,243.3,43.8,118.79,44.8,47.68,9.15,87.83,42.96,83.39,101.16,149.19,11.15,20.35,5.12,27.23,33.49,28.87,37.98,550.48,49.82,61.12,201.92,146.94,177.78,72.21,24.57,79.04,57.47,4,10.28,94.4,2.11,1.17,117.64,103.76,50.7,29.79,46.79,331.72,26.86,186.31,,44.29,100.33,45.26,51.41,305.37,112.57,19.27,51.85,21.63,25.39,41.2,25.38,,77.75,59.41,35.44,63.15,95.56,112.44,42.27,81.7,63.87,91,9.25,46.85,26.24,16.5,208.4,58.1,43.75,26.18,35.85,187.5,66.19,40.75,81.52,62.39,53.94,102.23,29.93,79.02,24.57,77,36.17,43,14.21,317.67,75.02,21.03,136.29,73.64,2.35,95.15,4.01,137.19,2.39,32.7,242.99,2.4,69.7,96.91,322.99,203.41,102.26,237.81,73.47,149.14,0.04,68.4,18.96,18.28,73.21,75.11,96.55,49.52,280.4,54.45,25.5,26.3,51.79,33.41,149,57.44,26.45,164.93,210.05,31.48,167.12,13.49,37.32,96.39,97.24,324.44,65.91,222.13,22.05,10.98,106.81,10.91,0.22,1.99,133.16,,30.69,35.9,336.6,14.25,4.5,109.98,5.06,96.45,50.11,7.09,145.53,231.34,55.86,138.93,35.76,89.35,77,464.12,95.39,44.25,0.15,53.29,25.61,55.77,271.85,16.32,110.98,26.62,43.09,74.58,77.89,302.14,76.42,112.13,50.82,10.93,,75.69,57.21,24.24,134.4,93.9,8.74,114,102.51,16.39,280.81,301,501.79,107.17,28.75,,67.14,,,11.13,70.14,160.68,98.99,127.96
X193103,24.8,46.07,123.66,38.7,21.94,99.15,229.49,24.5,55.33,35.28,233.3,,,40.42,145.01,43.31,34.18,194.98,14.2,63.69,34.3,1.62,55.25,55.08,0,75.81,86.23,,32.99,41.6,152.5,104.51,208.21,47.53,171.57,57.41,,59.05,60.58,69.97,243,97.37,16.1,50.98,9.54,2.52,4.47,105.74,65.93,166.06,136.74,166.71,94.26,258.66,0.03,44.14,61.95,37.06,327,31.7,69.9,22.79,30.02,12.5,93.43,22.93,57.74,28.57,234.58,1.06,4.84,2.7,115.38,30.73,71.69,29.24,513.21,51.2,64.29,27.76,156.98,233.37,17.94,83.04,56.26,81.27,218,36.95,112.66,0,0.02,155.93,47.29,38.2,13.63,10.07,216.03,31.27,61.09,,33.77,110.78,62.75,45.36,341.51,44.73,12.6,26.85,14.68,15.68,46.13,15.78,,82.87,32.11,39.52,83.62,38.51,66,60.04,62.2,33.26,91.4,27.66,133.09,33.74,17.59,181.93,34.3,44.22,7.94,23.05,92.52,152.28,4.84,68.42,73.58,52.01,102.41,27.12,17.9,25.38,38.7,84.82,73.8,38.47,167.47,88.61,5.93,168.52,58.92,0.89,5.52,7.57,135.47,11.51,42.9,116.98,0.27,71.6,77.27,267.09,116.55,174.71,187.7,92.46,78.63,0.04,25.4,54.31,14.21,255.9,16.63,29.79,20.03,348.7,38.28,19.52,14.71,23.3,33.83,117,80.17,35.45,91.22,380.81,31.14,62.64,22.3,197.81,97.46,43.7,73.37,0.73,214.89,54.29,36.11,183.08,20.66,0.18,0.01,204.64,,74.7,34.58,362.73,82.64,12.57,92.1,12.22,96.76,63.35,29.56,209.5,58.06,51.58,127.37,22.47,67.23,38.7,36.84,82.23,38.01,1.42,73.95,21.02,62.84,249.04,25.05,205.09,590.62,13.6,14.12,81.81,303.01,145.78,206.71,179.81,41.92,,38.14,76.47,34.24,89.9,101.5,43.52,44.5,39.33,20.78,371.88,303.3,237.61,62.09,25.47,,78.75,,,23.21,67.03,148.9,75.37,62.55
X193104,2.6,62.96,124.87,91.5,21,163.95,69.71,9.59,76.27,65.33,420.9,,,57.03,130.64,62.08,56.04,198.37,78.22,103.01,74.4,34.73,151.52,68.18,9.68,118.99,106.92,,36.01,52.52,24.4,60.47,130.64,56.74,203.61,214.05,,41.14,96.81,59.69,254,65.66,57.78,109.22,47.71,8.51,2.86,175.81,152.98,156.85,150.86,80.25,140.49,259.02,4.76,34.89,114.22,11.62,276.8,48,26.03,45.15,65.01,15.3,94.61,48.48,111.9,38.44,225.73,1.62,6.46,1.97,33.96,28.17,68.67,30.49,161.94,51.41,59.27,115.24,221.01,278.09,86.74,92.74,54.68,113.81,53.2,83.41,143.44,0.1,0.43,289.46,83.91,41.1,28.65,30.68,381.34,41.15,89.85,,36.94,115.45,126.94,57.67,265.78,80.34,25.95,64.58,4.96,3.05,236.35,5.23,,77.2,42.17,37.73,71.79,16.17,75.8,118.25,63,10.83,133.85,27.49,197.28,60.33,79.62,167.77,74.4,129.95,13.06,83.63,39.27,249.46,4.41,90.54,63.86,300.46,148.27,43.45,79.11,36.87,91.5,45.33,34.4,48.83,115.44,133.31,12.37,224.44,89.65,18.41,8.45,17.66,156.09,7.72,57.3,88.78,1.18,94.8,105.4,235.01,93.71,219.4,106.1,14.7,55.87,3.81,173.7,120.16,22.71,56.79,72.55,57.43,12.36,189.5,187.19,14.36,18.88,66.38,86.52,139,49.87,78.63,125.51,281.58,50.25,182.04,67.19,50.7,195.33,15.64,152.23,12.55,166.95,49.58,30.76,178.3,21.45,0.85,0.19,243.34,,84.47,21.76,256.08,142.32,22.93,70.45,24.54,100.98,53.65,65.42,244.23,209.33,60.4,118.5,45.49,45.3,91.5,64.46,55.13,46.35,10.06,115.21,63.77,106.15,170.88,29.25,139.56,44.97,26.38,28.96,90.85,241.73,307.78,223.71,183.7,41.43,,93.02,70.85,57.75,78.4,106.9,35.06,127.9,113.54,68.53,241.09,298.4,449.35,24.19,36.89,,82.87,,,31.1,66.34,34.89,32.92,24.63
X193105,27.9,67,18.69,139.9,35.69,71.97,102.71,2.37,29.78,117.92,393.9,,,91.36,106.27,40.28,49.74,57.26,64.06,132.07,106.6,82.83,277.19,64.04,0,92.87,66.55,,38.38,135.66,250.6,24.15,96.59,74.76,285.86,345.11,,0.44,158,68.09,192,100.9,45.9,128.92,62.58,12.17,7.92,251.5,193.66,77.35,153.12,49.75,235.23,195.07,0.96,370.03,133.68,31.01,206.3,132.2,24,44.22,69.29,15.54,145.67,59.03,263.88,15.6,104.66,0.04,26.46,0.21,46.74,47.93,137.78,41.8,34.55,53.48,81.79,86.54,343.64,200.68,80.75,131.74,57.93,187.16,11.8,200.62,196.88,28.58,68.68,305.99,48.93,64.6,16.46,202.95,477.36,145.16,392.27,,169.7,49.96,227.55,40.85,223.68,107.35,43.89,85.38,21.51,16.59,243.53,21.93,,118.86,32.87,14.75,7.9,0.92,89.4,246.11,62.2,0.8,138.49,39.87,164.4,79.93,158.89,152.77,106.6,105.76,2.38,128.37,7.69,333.44,13.03,120.49,92.38,126.59,2.34,48.58,52.82,58.54,139.9,8.78,128.2,35.05,64.94,211.46,65.2,243.48,78.01,66.54,26.14,199.95,73.8,20.86,96.4,14.2,3.83,141.2,144.67,156.37,20.44,239.08,51.5,0.22,54.39,31.2,159.4,173.33,178.74,31.55,66.7,84.26,56.06,182.8,77.74,6.68,26.7,85.63,279.1,117,20.28,152.35,231.83,143.53,42.52,373.22,111.82,83.48,175.2,0.7,25.92,0.15,103.64,49.91,41.01,81.28,10.2,8.85,14.27,226.85,,35.86,18.18,208.15,284.39,217.14,76.82,75.86,98.44,54.27,99.44,222.12,368.47,40.6,65.19,58.61,0.46,139.9,208.2,15.99,57.07,38.89,153.17,126.4,119.26,172.35,26.27,99.12,78.16,130.07,22.63,52.46,224.26,278.91,151.53,187.4,50.52,,31.08,76.99,52.54,60.2,145.3,204.7,232.3,212.37,142.94,193.54,256.89,411.3,20.3,17.93,,77.73,,,37.59,10.45,2.2,23.07,3.39
X193106,40,9.99,0.54,114.3,22.41,24.7,27.7,0.12,20.51,58.13,280.7,,,69.91,87.81,109.17,42.15,4.25,48.85,196.81,109.2,143.87,296.79,99.57,0,34.61,41.59,,68.08,292.45,56.3,21.01,80.9,118.86,307.99,447.91,,0.23,179.07,83.95,201,111.15,170.48,152.85,33.23,11.87,9.44,287.63,234.09,35.82,18.49,146.74,211.92,152.62,3.59,316.49,155.35,30.65,141.4,183.6,17.36,63.23,77.91,1.16,174.96,40.36,147.27,2.92,94.09,0.03,6.06,0.05,19.39,58.01,99.03,67.5,50.91,47.69,39.12,115.4,348.44,50.74,89.82,129.78,52.43,277.81,2,370.9,191.77,88.77,179.66,227.99,21.39,158,21.5,489.86,346.58,63.07,321.01,,333.95,62.23,163.44,55.62,147.08,145.38,119.81,29.01,13.19,8.5,409.12,15.27,,110.75,9.52,1.05,37.11,0.14,23.88,212.5,50.8,0.09,147.49,31.84,62.08,52.68,185.01,148.15,109.2,75.45,0,270.42,5.94,421.26,0.06,171.48,120.23,122.21,1.33,65.66,52.09,63.49,114.3,2.46,9.4,59.67,55.13,184.44,160.26,257.55,45.3,106.83,0.08,419.82,33.91,57.27,70.3,17.28,11.76,143.1,184.26,130.95,6.1,226.58,24.5,0.04,109.9,50.95,45.1,220.57,267.78,47.35,50.14,82.7,145.79,174.2,145.93,3.14,14.94,36.23,250.75,168,15.44,218.95,204.73,114.93,68.64,280.67,120.2,20.21,64.26,0.07,73.1,0,81.02,89.32,60.42,13.27,1.07,35.49,46.03,274.07,,85.17,21.96,168.38,520.94,533.54,13.19,19.84,103.84,55.36,119.84,46.39,258.35,71.38,122.79,33.95,6.27,114.3,108.29,9.73,51.93,93.97,210.4,178.87,39.08,201.94,8.07,88.6,74.03,247.94,2.34,49.91,195.08,284.65,40.59,69.61,56.25,,51.07,68.99,20.18,5.1,227.8,237.23,137.3,129.64,222.35,166.43,168.4,295.01,14.28,17.13,,53.94,,,24.54,8.65,0.11,14,2.1
X193107,28.1,16.59,0.4,107.7,43.88,17.64,23.41,0.36,40.31,92.45,109.5,,,79.18,94.05,150.53,37.02,10.41,99.24,138.92,109,185.02,438.64,51.06,0,60.58,63.45,,69.79,318.14,45.9,12.09,57.65,149.31,305.7,704.02,,2,193.5,83.57,191,175.02,163.88,208.6,32.22,18.64,26.1,131.54,226.01,46.14,14.38,30.73,223.83,165.8,0.05,360.26,185.88,45.68,118.4,176.2,0.18,112.42,134.39,19.84,118.47,111.33,139.9,1.34,42.28,0.05,59,0.71,15.66,63.88,194.18,69.1,102.62,44.55,77.84,165.96,362.99,8.77,94.55,151.97,71.88,94.89,0.4,623.01,235.14,320.45,459.16,107.94,4.76,225.6,14.03,457.47,318.04,287.98,405.37,,277,53.64,143.15,45.56,97.42,94.17,353.78,223.55,70.11,47.44,422.65,76.05,,105.74,7.25,0.28,20.62,0,26.58,458.7,78.4,0.01,310.78,21.65,78.93,61.65,211.13,118.65,109,328.92,0,309.78,0.01,335.96,0.05,220.7,186.46,127.99,60.27,70.81,113.68,64.27,107.7,0.5,7.1,37.8,56.82,162.63,250.71,284.13,32.72,233.06,0,366.57,45.7,88.33,238,18.65,63.63,169.9,232.94,135.69,5.71,195.79,37.6,0.3,152.12,155.75,100.9,265.85,239.15,13.94,110.94,109.13,648.45,153.8,169.03,4.42,130,205.24,244.64,157,18.2,408.9,256.2,136.58,95.87,237.81,161.56,10.46,22.53,0,131.62,0,78.54,59.97,67.13,11.84,1.97,110.47,218.91,215.21,,119.09,28.91,222.99,703.96,452.01,23.7,16.08,92.88,59.24,158.18,34.19,397.64,77.84,96.06,83.92,54.12,107.7,52.08,0.58,34.2,178.2,109.06,179.05,15.92,166.72,4.79,15.65,78.05,317.5,1.92,13.45,401.24,266.07,25.11,117.92,71.45,,79.47,80.8,17.22,3.8,298,188.94,125,118.38,233.49,162.7,184.29,116.2,0.12,11.11,,51.39,,,17.65,47.32,0.35,0.24,2.8
X193108,15.8,4.5,1.98,107.6,65.76,13.27,74.31,0.65,88.46,61.5,62.8,,,124.22,55.32,130,36.58,11.12,140.8,135.66,123.7,170.76,289.07,17.95,0,89.34,34.74,,114.18,202.66,82.8,14.36,51.86,167.91,114.47,433.11,,0.01,243.34,54.04,125,201.76,136.71,187.53,15.23,17.28,32.3,148.16,223.43,65.84,15.07,56.82,110.01,117.44,4.06,163.22,117.66,31.97,106.6,170.8,2.69,110.33,126.92,41.97,239.64,75.3,145.69,1.88,8.81,0.06,100.58,0.53,23.59,70.04,220.39,69.64,89.06,41.76,119.15,29.29,324.05,11.58,107.28,120.39,87.45,97.76,1.3,426.08,250.9,162.46,309.94,126.25,1.54,179.8,88.83,184.35,147.91,640.49,168.63,,196.44,65.23,158.72,69.54,102.26,99.36,277.03,138.26,75.39,47.3,231.89,79.51,,82.24,9.1,0.14,37.04,0.01,46.55,152.74,97.4,0.02,81.9,26.17,82.86,15.22,268.52,55.31,123.7,319.83,0,336.18,0.49,549.53,0.06,208.76,171.41,136.26,0.58,94.68,153.9,77.07,107.6,0.72,50.9,78.25,41.28,184.06,164.17,268.6,13.17,197.63,0.26,441.04,29.23,74.02,440.7,1.48,44.02,184,251.37,127.39,0.94,129.21,22,0.03,156.76,159.2,103.8,194.23,178.32,148.35,112.53,83.42,282.37,177.9,92.33,6.14,84.48,97.36,232.9,127,13.08,369.1,409.22,133.15,111.56,195.81,377.7,30.55,17.44,0,54.09,0,72.89,57.17,76.55,36.22,2.66,151.93,85.46,135.51,,89.39,35.74,204.94,457.74,273.84,26.16,21.55,108.06,25.65,181.47,78.62,159.41,128.06,133.78,86.67,0.46,107.6,35.59,1.66,50.37,209.4,125.09,241.33,2.56,181.6,2.46,23.06,210.26,241.1,1.99,10.28,247.7,407.32,21.16,99.97,76.16,,172.68,90.81,2.39,17,278.2,176.45,123.2,117.26,259.28,154.16,142.3,63.09,2.18,23.82,,26.66,,,45.15,17.74,0.01,2.64,0.17
X193109,33,3.63,14.47,213.8,57.08,84.78,97.33,0.17,34.05,20.41,149.9,,,140.68,63.55,112.41,15.17,66.04,54.01,213.46,183.2,246.78,320.21,66.48,0,210.53,153.04,,85.24,259.45,55.2,46.84,79.52,172.82,385.71,363.29,,0.44,205.63,102.41,105,97.89,67.36,118.18,8.14,5.81,12.57,188.52,308.27,95.25,41.06,43.61,185.74,63.13,75.43,377.81,233.4,23.79,138.2,208.1,3.76,89.06,71.98,16.66,248.43,67.89,190.28,37.48,32.32,0.02,59.41,8.33,46.17,98.2,156.42,79.68,109.59,36.09,60.31,63.68,305.88,99.11,71.32,86.98,46.54,128.22,27.4,437.37,269.23,374.16,444.67,278.36,30.94,181.2,55.93,320.52,73.74,222.35,109.21,,256.54,109.05,188.48,74.49,123.34,93.11,228.32,65.98,53,44.33,222.51,61.12,,90.13,2.69,0.63,88.26,1.43,56.36,267.61,51.5,0.55,178.9,11.32,75.95,1.25,242.32,29.75,183.2,153.95,0,245.66,4.24,556.98,22.71,215.82,100.1,99.43,0.22,76.15,59.46,84.67,213.8,13.6,67.2,50.18,54.31,213.37,161.55,286.6,64.56,208.37,36.71,394.63,181.71,32.01,240.8,8.64,73.19,215.7,246.83,86.53,7.65,248.19,61.2,0.08,4.11,112.94,117.4,290.09,258.27,93.06,58.06,57.69,360.24,130,128.14,0.58,27.26,42.79,258.95,120,25.45,313.87,322.64,134.09,97.48,382.1,111.73,23.04,43.73,1.21,50.27,0,51.36,77.77,66.23,90.62,0.91,71.69,241.44,237.49,,62.19,35.23,198.2,496.98,308.71,52.45,11.46,113.08,134.62,157.64,160.23,80.91,94.25,126.74,53.13,6.26,213.8,3.66,2.8,82.26,161.83,173.03,279.38,0.9,159.84,0.1,6.81,152.43,206.01,26.57,32.09,191.91,222.59,32.13,105.67,65.75,,54.54,62.67,0.3,65.4,267.9,130.52,256.6,251.15,238.42,161.49,179.2,154.03,3.54,10.97,,109.91,,,38.91,17.25,2.1,3.04,0.66
X193110,90.8,16.44,51.14,122.8,41.26,112.57,114.91,0.76,81.14,15.55,212.7,,,134.53,34.67,66.54,48.42,48.52,50.59,76.26,123.8,16.81,136.42,66.9,0,205.59,126.18,,60.23,273.32,76.8,57.73,111.54,185.99,349.58,96.99,,21.3,161.54,63.31,99,68.1,29.73,23.28,4.41,1.07,3.67,190.88,240.46,113.78,72.44,77.79,223.05,93.39,125.18,227.16,187.14,81.99,238.2,233.9,8.88,42.86,45.69,1.63,252.65,42.12,174.56,34.66,55.55,4.76,8.22,3.03,93.57,66.22,83.99,59.09,132.51,36.91,61.08,236.81,400.9,318.98,34.18,48.8,17.4,148.79,136.1,215.5,269.94,66.24,145.92,486.65,42.98,187.7,99.49,265.11,60.88,334.77,97.84,,226.28,98.43,204.29,53.27,210.84,91.42,120.9,40.29,11.66,21.05,101.18,13.69,,50.43,15.78,10.55,127.84,5.09,83.31,392.17,24.4,1.46,205.11,23.05,68.48,18.67,233.8,92.69,123.8,19.9,0.76,84.78,5.51,328.02,6.84,256.91,54.26,180.03,74.93,56.37,60.81,68.39,122.8,54.96,123.9,23.96,66.19,234.84,63.95,302.4,81.57,44.3,99.01,131.42,182.62,17.79,295.9,20.61,12.57,169.8,268.54,81.35,8.92,256.54,49.8,5.6,54.09,3.78,112.7,122.12,227.24,171.99,47.64,150.58,105.5,130.4,77.2,1.09,21.4,44.51,312.67,150,35.43,271.81,651.85,197,48.38,229.38,27.91,121.12,234.66,3.67,147.16,0,57.2,50.48,60.47,65.11,3.45,11.5,32.55,212.09,,45.19,29.32,208.03,314.5,220.37,61.85,68.1,98.52,103.54,86.68,342.04,50.3,59.44,140.31,40.56,51.39,122.8,210.28,9.75,99.84,29.49,88.25,186.93,3.15,196.28,4.49,19.58,51.38,175.46,51.23,32.78,424.58,85.71,32.5,88.43,46.13,,69.14,57.65,5.42,92.4,308.4,149.71,179.6,167,198.65,145.77,302.59,236.11,7.79,54.29,,112.56,,,8.35,58.17,13.29,10.63,29.02
X193111,177.8,34.31,136.35,187.2,22.73,178.07,150.78,3.23,104.01,45.68,159.4,,,113.79,87.44,52.45,73.26,143.2,40.09,46.93,154,7.82,30.71,53.43,0.2,99.52,111.87,,45.76,130.15,211.4,80.38,143.17,190.67,401.17,8.85,,95.58,52.95,68.99,133,41.39,28.63,38,8.75,3.13,2.33,93.56,103.07,176.73,230.84,144.08,216.79,102.45,0,201.55,70.32,180.19,252.9,117.5,9.74,22.79,23.34,0.04,270.45,31.67,145.97,53.58,32.65,3.54,5.19,3.62,70.81,33.29,14.42,23.57,174.43,41.58,91.87,151.64,326.16,347.61,118.79,89.99,140.54,101.21,71.5,90.38,250.21,0.87,17.34,345.47,63.75,170.5,24.41,29.7,100.97,343.43,82.16,,95.39,141.67,104.22,46.17,212.44,219.28,44.67,4.48,1.79,2.57,12.72,2.86,,189.97,48.28,29.33,159.72,52.82,152.4,239.48,163.5,24.48,98.24,32.33,95.82,55.79,77.21,64.62,154,44.95,8.37,11.39,24.26,180.13,21.8,248.28,26.79,397.24,123.64,26.1,45.94,28.28,187.2,26,249.9,43.85,144.4,193.68,13.55,287.17,71.55,5.17,80.65,47.06,197.77,14.75,249.2,82.52,1.23,169.7,281.48,100.22,111.77,290.73,92.4,33.28,45,1.63,112.9,45.95,99.26,106.08,33.31,104.97,9.2,116.7,55.49,5.11,3.32,8.81,312.6,117,42.16,289,268.65,200.54,19.91,274.05,30.21,120.49,97.19,56.18,195.01,0.14,90.54,46.27,26.47,114.1,13.44,1.52,0.66,242.73,,51.38,32.09,210.35,213.17,13.11,140.4,26.11,91.41,48.94,25.68,312.87,51.07,41.78,191.5,25.98,86.65,187.2,136.22,22.81,123.53,0.49,78.62,42.47,97.81,235.63,19.46,41.83,211.13,263.5,75.37,59.4,169.2,35.97,94.6,90.61,33.27,,125.06,61.98,51.6,157.2,271.1,140.34,257.9,244.31,128.68,206.51,298.29,178.93,9.66,92.93,,77.51,,,4.78,82.25,162.74,13.78,137.08
