"run","temp","L1temp","L2temp","L3temp","L4temp","L5temp","temp2","L1temp2","L2temp2","L3temp2","L4temp2","L5temp2","tlin","tsq"
13,0.0124109291346034,-0.00194800890245425,-0.00233703534334018,-0.000649480023113909,-0.000382089602257663,-0.00200394536650457,-0.00050403150145836,0.000174311897238573,0.000112661434908783,-5.20311184644478e-05,0.000130455369168747,6.59471675366834e-05,0.00509036989693285,-7.26867510700203e-05
14,0.0126004906897622,-0.000961662253430756,-0.00996115161563267,-0.00262306586727405,0.00195700950385213,0.000150297253305558,-0.000572695166325344,0.000109977157053769,0.000263612377892478,-6.43753723893409e-05,1.51617826297799e-06,7.17235056168156e-05,0.00116191771058241,-0.000190241319888645
15,0.00717692602074052,-0.00757896053130964,-0.00529526082422222,-0.00143065311624072,-0.00550998102579048,0.00239806833463788,-0.000404058180405473,0.000264117954724397,0.000149924880315719,-0.000116102758248896,0.000247266645193301,-4.34039989225516e-05,-0.0102398611421847,9.77445426564966e-05
16,0.00706597927612042,-0.0104368934548616,-0.0128712564606356,-0.0058533985182966,-0.00301051758836732,0.0120493096684382,-0.000360464065934349,0.000414667877571158,0.00027301388819381,6.37089739515099e-05,0.000161791663228947,-0.000338449582578498,-0.0130567770776024,0.000214268754432578
17,0.0136791041502784,-0.00602701560113027,-0.0144169944925318,-0.00425307654665704,0.00186152957609762,0.00669399091117305,-0.000586037155231049,0.000198884518237466,0.000329508979438277,-5.01455214319663e-06,-2.77509842806486e-05,-0.00014515746131091,-0.0024624620027701,-0.000235566655290061
18,0.00475524781733736,-0.00914643529723432,-0.0123114757698728,-0.00237792713596218,-9.0232096627179e-05,0.00182806602824364,-0.000413024635762047,0.000314392114882967,0.000197206158695897,-2.4319230725101e-05,-0.000114460314599781,7.3883691980263e-05,-0.0173427564541154,3.3677784472198e-05
19,0.005038879402958,-0.00655025953454698,-0.0121631316530526,-0.00154857224011645,-0.00345963785242286,0.00371012585337034,-0.000321273322294573,0.000288343199687096,0.000366312992013057,-2.48878573989999e-05,0.000122430590949797,-0.000122801299816899,-0.0149725960238105,0.000308124303139478
20,0.00608297141167764,-0.000943096668056913,-0.0217183670693281,0.00220031422418214,-0.0090868747063856,-0.00191659544833619,-0.000510974737608487,0.000213853075950134,0.000452700071166138,-0.000216785962962312,0.000328625286421271,5.49044611062704e-05,-0.025381648256247,0.000322322194073014
21,0.013366881977255,-0.000390258070639924,-0.00283545243387745,0.00497483062101492,0.00166112678046417,-0.00570313535018304,-0.000515956391510643,0.00010699913002639,4.9970962041914e-05,-0.000218212539004823,5.36482897384845e-05,0.000125981211951692,0.0110739935240337,-0.000397569336756985
22,0.00066308040751964,-0.00836924336123277,-0.00797914351016529,0.00270110038369809,-0.00571378232780376,0.00033660104829727,-0.00013790901637842,0.000362707558930775,0.000179127446652841,-0.000255014667800103,0.000203714925893351,-0.000121934944135499,-0.0183613873596868,0.000230691303162946
23,0.00747900411869364,-0.00616623400724905,-0.00625574494036111,-0.00139837885664158,-0.00358073917591366,-0.00127077961400128,-0.00048734273638249,0.000248881160838241,9.82297621273265e-05,1.07501728210018e-05,0.000164355748927887,9.04742997961424e-05,-0.011192872475473,0.000125348408128108
24,0.0120085805402386,-0.00653055331072348,-0.00300128691462733,-0.00474235628897368,-4.61507126474177e-05,0.0101279154601336,-0.000489363552957988,0.00025328802084564,1.85322273710257e-05,1.2110339679282e-05,-8.83042245370614e-06,-0.000323466824984489,0.00781614877340036,-0.000537730212500235
25,0.00910866442144739,0.00103243453312045,-0.00587169966296918,0.00306907284659836,-0.00467564780325761,0.00313401527303831,-0.000438179316834767,0.000129475166371922,0.00016043275869704,-0.000240153003005015,0.000288028786411141,-0.000219299848970742,0.00579683960797772,-0.000319695457330421
26,0.0111606729853848,-0.00519973838919038,-0.00715912724040085,-0.000736115698741671,-0.00110138438513269,0.00445363892824329,-0.00048420063764046,0.00022739851604418,0.000113206501676741,-0.000206590440503328,0.00010303952707708,-0.000143478541977702,0.00141794620016254,-0.000390625075323489
27,0.00781957929972084,-0.00583558177161492,-0.0123703689546219,0.00227162009222585,-0.00488033648504263,-0.000525772251937815,-0.000451557033597738,0.00034383505683384,0.000355678286335952,-0.000223372640475772,0.000240372308137785,-3.4474481419276e-06,-0.0135208600712706,0.000261508529092139
28,0.0100609473790345,-0.0100966750595746,-0.00118913544537948,0.00037173163694116,-0.00206031964497687,0.00598730082291702,-0.000429514633827024,0.000413686594861991,-6.69671122448138e-05,-0.000211928966983796,5.17932392406913e-05,-0.000237262593572029,0.00307384968896168,-0.000480193472524981
29,0.012351049677461,-0.00985620532275147,-0.00743272523129855,0.00106341301872256,-0.0052097343137166,0.0067112897481796,-0.000494165860150807,0.000376443199353133,0.00021259966241227,-0.000202471061971488,0.000233322071678101,-0.000110827884223775,-0.00237291242340348,1.4900127097434e-05
30,0.0158466049528039,-0.00555814783704333,-0.0086257387677179,-0.000725748646317671,0.00291963736813334,-0.00329256566904283,-0.000666730372078808,0.000166327861106792,0.000156503955124818,-7.93771549599911e-05,1.37538942203994e-06,0.000159422942814848,0.000564041400815519,-0.000262477378570302
31,0.0187150314164483,-0.0063475167064718,-0.00736785878733831,0.00337749106518445,0.00137130770071222,-8.02150969250183e-05,-0.000686463527674836,0.000267537402243381,0.000186911491207485,-0.000233286712745611,-4.98219312237386e-05,-3.30250178997972e-05,0.00966823959160986,-0.000548148296093116
32,0.00521938199381474,-0.0073587209727157,-0.00285039135310428,-0.0043197895519737,-0.00504992408078882,0.00542820652567825,-0.000342714568903463,0.000248076151275002,0.000120379629444854,2.87397114078158e-05,0.000387027591435302,-0.000189091604455348,-0.00893123743908951,0.000252416910204163
33,0.00257446985882285,-0.00393677343735354,-0.00680339967633095,-0.00140534249163259,-0.00131464983207429,-0.00462296929103342,-0.000255105542396185,0.000167048561322808,9.69351523106545e-05,9.00981067230298e-07,3.53837813426266e-05,0.000141188275230369,-0.0155086648696019,0.000186351208877503
34,0.00748581659272642,-0.00964517250289101,-0.0033177713617087,-0.000100676594944699,-0.00463893990974472,0.0012317951922338,-0.000360396550699522,0.000419742971053508,9.73667204444334e-05,-1.78991286702509e-05,0.000253453503807464,-0.000100160543401863,-0.00898494858432891,0.00029210697253377
35,0.0125824112112526,-0.00500274449310125,-0.010445764868801,-0.000713506248678539,0.00107167459035479,0.00313066427432709,-0.000501244647647448,0.000216700764043469,0.000219045119927311,-4.55478960537457e-05,-8.37031554057886e-05,-4.79281577610225e-05,0.000622734465353746,-0.000242677972897224
36,0.00665359273423832,-0.00487203610829034,-0.011768189879057,-0.0032581203313735,-0.00329877800749821,-0.00214649098083762,-0.000487439886338083,0.000154150340004324,0.000255694271870761,-8.62475309505408e-06,8.48565808564281e-05,4.56973638213475e-05,-0.0186900225728184,4.43339171197243e-05
37,0.00713381838867336,-0.000223483213138011,-0.00412219741617211,0.00191719493789956,-0.00189624613623805,-0.00769184831949807,-0.000418056669338115,9.45693548132468e-05,8.65708094168445e-05,-9.60765377806325e-05,0.00016308588050685,0.00013041493902504,-0.00488276175847331,-3.94922233567656e-05
38,0.00898132871431064,-0.00509107138124702,-0.00514715204878373,-0.00215311370023331,-0.00434665546071124,-0.000801876206351006,-0.000598433614825531,0.000190195844982061,0.000156192449431723,-5.07797479140638e-05,0.000319356296225534,7.64966350857535e-05,-0.00855854008301568,9.3027862985477e-05
39,0.00802574872229545,-0.00779017340569796,-0.00843953106231937,-0.00194316878811774,0.000540194810057575,0.00859781745428298,-0.000358774387602257,0.000256251877453214,0.00021445795818408,-3.12984250360273e-05,1.259549355178e-06,-0.000291660321973627,-0.00100911226949906,-0.000209763749619439
40,0.0136510399141625,-0.00343134080532709,-0.00911088678596117,0.000488038661720253,0.00211592377475451,0.00572238339920751,-0.000614849227622283,0.000173668703567565,0.000239176736857336,-1.21878874453266e-05,4.62959253116453e-05,-0.000165324976853279,0.00943515815855651,-0.000333220726184342
41,0.0139320112018854,0.000415431376272346,-0.00458027003030163,-0.000893439172545171,0.00329921505102695,-0.00509038410157136,-0.000564689229593655,0.000126429690523577,2.23550386871552e-05,-1.10506000767004e-05,-2.40748500626869e-05,0.000123594674410133,0.00708256432476648,-0.000327435276112178
42,0.00773903947087529,-0.00686917296459601,-0.00574582889517405,-0.00136285947532186,-0.00494719119371179,0.0039663549729589,-0.000438234433754685,0.000331541199572055,0.000165527483300899,-0.000101805022142124,0.000272440353001704,-0.000153748774114216,-0.00721965808496952,7.5720805863633e-05
43,0.0151738814642389,-0.003990525813283,-0.00569608940066238,-0.00367041532833377,0.000792535870326981,0.00438893178737848,-0.000505132667538914,0.000211585123149345,7.20651235577337e-05,-5.33295399425592e-06,5.58339181336606e-05,-0.00020553717266917,0.00699831857966524,-0.000376518629361601
44,0.00578321663912019,-0.00653821679779379,-0.0103146674419053,-0.00378126222296806,-0.00172362798897535,0.00564107101414978,-0.000301246247621426,0.000280563086798098,0.000268773195748824,3.13257380544076e-05,4.07861054800514e-05,-0.000193684555585671,-0.0109334867983725,0.000126517322874283
45,0.010435577106236,-0.00421176516980027,-0.00489877081927616,-0.00342633996055481,-0.00101906596489603,0.00251245015751147,-0.000491497076716748,0.000238621133003211,7.11778069723713e-05,3.81666774073052e-05,0.000123029582410625,-6.45274523155126e-05,-0.00060791465077979,-8.50293292387486e-05
46,0.0136174467340536,-0.007486967130857,-0.00645485006993299,-0.000389621442402822,-0.00610490925232319,0.00273719386010546,-0.000566425676200975,0.000282844882093756,0.000204768635148389,-0.000143982243296938,0.00030254863023595,-0.000119285513743439,-0.00408170730135695,-3.95312857632577e-05
47,0.00890472128390614,-0.00377914092658754,-0.00928577032073556,-2.07697025261105e-05,-0.00220764104177152,0.00356718110663599,-0.000473118958130881,0.000264659004804074,0.000160661762140918,-0.00013560538560842,0.000136446711092584,-8.12255229964327e-05,-0.0028214196010786,-0.000128182388698157
48,0.0095463860226611,-0.00193868059913776,-0.00454304031016999,0.00137242678939679,-0.00113056627968328,-0.00306188046524077,-0.000412498817545196,0.000185446596048263,0.000161437672984884,-3.7415240942594e-05,0.000160685573406885,3.39254700285177e-05,0.000244645157826096,9.15812539807599e-05
49,0.0146449010889096,-0.00959601805854448,-0.0147451489352083,-7.58630945834199e-05,-0.000514868078216388,0.00779972087091745,-0.000516139312145624,0.000342213671907194,0.000366569729300401,-0.000158229887613289,4.27416912706089e-05,-0.000263314668382184,-0.00248727620672547,-0.000186158775662894
50,0.0104757549000497,-0.00385078983096589,-0.00286520176290036,-0.00232619660110766,-0.00292965662181897,0.0074666733740776,-0.000582266214323577,0.000228326760323978,5.35936445907437e-05,-2.11045565642873e-05,0.000150870941706941,-0.00016229853006685,0.00597058345733445,-0.000332877954333051
51,0.00961777716309898,-0.00120895745220943,-0.0102444671409311,-0.00257840231418352,-0.00221874073608508,0.00407895931041402,-0.000505584341495356,0.000146152153643152,0.000247721648674507,-0.000111518820431788,0.000241267306559764,-0.000119313860481707,-0.0025538311698961,-0.000101275913531428
52,0.00719722539124503,-0.00456529826744004,-0.00338415105819452,-0.00112409871641052,-0.00422251181719235,0.00351188130896705,-0.00039408513381213,0.000266066937328383,3.19472001227522e-05,-0.000107958594259986,0.00027722164036247,-8.78499065363932e-06,-0.00258695315902534,6.44070590878511e-05
53,0.0125505809610197,-0.00964128918322701,-0.010342929930629,-0.00200844381507902,0.00475947381497384,0.0110387032948541,-0.000478147924549099,0.000379304955945731,0.000225471135246791,-5.76735988949737e-05,-4.89742568262702e-05,-0.000322465520415307,0.00635609514191261,-0.000302485209493128
54,0.0083666116747113,-0.00673688153713273,-0.00618620820146552,-0.00478595524793556,0.000250154650460685,0.00636627978433435,-0.00027372053022498,0.000265070183017812,0.0001319890894239,1.80569507388303e-05,0.000113683420706381,-0.000289743683860953,-0.00272599887702749,-3.46645701990097e-05
55,0.0125801523364984,-0.00279993728998643,-0.00526692085138931,-0.000644676945437052,-0.000426184262339525,-0.00395476312538607,-0.000542770750388148,0.000108799184278187,0.000147374425775866,-7.81854244237836e-05,0.000137136362021872,8.47883875001197e-05,-0.000512330138040028,-0.000142857815235887
56,0.00863623228792298,-0.00759144776276194,-0.00762757194668591,-0.000936595762308187,-0.00425128344299791,-0.000134529148895142,-0.000296827105165993,0.000281826515889448,0.000257014585570661,-0.000117944287870245,9.4202152842363e-05,-0.000100205944961157,-0.0119051957757261,0.000118065916305077
57,0.00701694007438367,-0.000475129602156739,-0.00691179708066198,-0.000370307227830813,-0.00317309820711944,-0.00509032129611648,-0.000461879399023409,7.69666110123784e-05,0.000120613012430806,-4.11409053118939e-05,0.000164616350318312,4.73685266422881e-05,-0.00900371333950178,-9.34558039315187e-05
58,0.00909559937619161,-0.000240449883870958,-0.0106865791608171,-0.000490642750599661,-0.000616832158366762,-0.00105858352172807,-0.000383273387882136,0.000143769673437387,0.000218727063898843,-5.62532706768275e-05,0.000156778851746536,-4.7937219535551e-05,-0.00399748809919095,3.18117109882514e-05
59,0.012422921969405,-0.00135781210691681,-0.00782730034998854,-0.00217318475060667,-0.00430565598532916,0.00300239201807943,-0.000576097613182657,8.01285514528873e-05,0.000175357843005658,-0.000123312248213987,0.000255764813778767,-7.71038934418446e-05,-0.000238639205356716,-0.000265262546601177
60,0.0042619293506806,-0.00772736569769778,-0.0148674752900292,-0.00085264611336866,-0.00643198130323481,0.00864888052359501,-0.00040736124841535,0.000309130498021974,0.000289028965580468,-0.000168258295136794,0.000239098355759872,-0.000294725812609186,-0.0169686585300549,-3.30875367990152e-05
61,0.00880981597029595,-0.0035160583983852,-0.00574408561225541,0.00652534044342886,-0.0049007869728055,-0.00382052240166066,-0.000466903926050647,0.000219019787778929,-3.24072038645778e-05,-0.000310155583744457,0.000158446246644662,8.12176036936442e-05,-0.00264629697138196,-0.000350783075542447
62,0.00712509216092163,-0.00779968932300523,-0.00692102719754596,-0.00195682399868839,-0.00109563536044136,0.000941600296827889,-0.000518075038395206,0.000274126353910254,0.000126296123228257,8.37559999348423e-06,0.000150571987574973,6.6075842479291e-05,-0.00970648342193142,0.000107370868791053
63,0.0104212455405093,-0.00271503944452266,-0.00502978958323961,-0.00270275173801286,0.000625825566539215,0.00268142769051031,-0.000501902577744967,0.000195198570451319,8.89282512449059e-05,-8.40192530271956e-05,0.00027228324276936,-0.00016593395494156,0.00328091803178373,-0.000195445721248138
64,0.00810005214508615,-0.00946836827119878,-0.00942232130579768,-0.000335330300326998,-0.00495393728161687,0.00843388692338305,-0.000495774882422333,0.00036592860426746,0.0002503478447051,-0.000138643651778217,0.000181497443475937,-0.000300539200589565,-0.00764601809047112,-0.000137183842341617
65,0.00567944967535684,-0.00453903966515842,-0.0119666175868382,-0.00386206076880738,-0.00314915959593873,0.000372547124207528,-0.000383004468237291,0.000263583543881676,0.000231855797104516,7.50713706903576e-05,7.63313251009321e-05,-3.81432938021934e-05,-0.0174648808171783,0.000225694274737997
66,0.0106607595027437,-0.00641684332883833,-0.0042360327230636,0.000797471190213317,0.00155418082426382,-0.00336569133070744,-0.000472856168819741,0.000287509750285923,0.000138087110200714,-8.59711642062769e-05,0.000119913644498554,0.000105329350168042,-0.00100615586538855,9.20125221272152e-05
67,0.0106239079947524,-0.00431273074732488,-0.00585876419977751,-0.0042964826211444,-0.0022083375092182,0.00125922426210614,-0.000499181475359365,0.000194170996364697,0.000180135797587471,4.88397418467258e-05,0.000126198666076897,-2.46051654177858e-05,-0.00479318282060642,2.5558561098639e-05
68,0.0127853042371342,-0.0027420885892423,-0.00240560917859789,-0.00086809559510741,-0.00030710168995483,0.000363581658843336,-0.000568388373208529,0.000200951454539084,3.71680778968114e-05,-0.000131590460819126,0.000129774682127552,-9.08097232437163e-05,0.00682599084307514,-0.000422894342707925
69,0.0150711475405894,-0.000812106337994056,-0.00876249438324905,-0.00106224260443184,0.000841563322565804,0.00116058318679664,-0.000641051096935982,0.000145105758009784,0.000341564454470853,-0.000133277727066545,0.000225382167929999,-0.000122303646893989,0.00643645072427689,-0.00018458009048588
70,0.0108092563569409,-0.00232817344169877,-0.00751618254522914,0.000265036068159988,-0.00222549222424618,1.54828872170108e-05,-0.000569527594194481,0.000171468898857178,0.000148896321631067,-0.00012231084065302,0.00019047332597561,-5.99623519595757e-05,-0.000980072898856222,-0.000240962240343222
71,0.0123997135074893,-0.0079676010518054,-0.00415403555898461,-0.00579214248014745,0.0010811478082858,0.00491208089428128,-0.00060379630652474,0.000395785150379824,4.83014392486404e-05,7.57732399350852e-05,-1.80489549544971e-06,-0.000205425400884266,0.000479163119118972,-0.000291166773340906
72,0.0183297983847199,-0.00151511692053238,-0.00106405710854916,-0.000653896788237473,-0.000422398891342412,-0.00127856543150917,-0.00075479385329916,0.000165113841125378,-6.64132253488759e-05,-2.71089458558452e-05,0.000109384542894891,0.000115496303395779,0.0133957632445493,-0.000458321337087834
73,0.00961889644719146,-0.00640710296888368,-0.00792989290493226,-3.89418562498391e-05,0.000480003804951112,0.00392274765586257,-0.000483106911109989,0.000218003524868812,0.000112460271569271,-0.000173787422991932,2.7665884504291e-05,-0.000194245242841096,-0.000354289822060635,-0.000493009896000642
74,0.0171872026297627,-0.0117909746438641,-0.000101199571321535,0.00437177645384874,-0.000977006163548746,0.00118014934712319,-0.00071282944162564,0.000569002895326975,3.96735738003085e-05,-0.000257652943297055,0.000171284426430842,-5.41993414868295e-05,0.00986994805200027,-0.0002447208308514
75,0.00707315994196897,-0.00195949283430129,-0.00942850392224064,-0.00439159044776442,-0.000603522199701476,0.000555485806396172,-0.000384816996136106,0.000142398624726683,0.000176780906798594,-1.81322301663886e-05,7.60362307469515e-05,-5.3394832579477e-05,-0.00875446365564267,-6.11282966097431e-05
76,0.00468931715161142,-0.0079051678611125,-0.00333385116180888,-0.00534922415645497,-0.00188730056898933,0.00814348332386839,-0.000299244876701041,0.000295925487062205,3.83758611267243e-05,9.3120922042208e-05,0.000154738006246768,-0.000245503822258403,-0.00564274327288587,3.74115775184602e-05
77,0.00836158553815655,-0.00502585845561054,-0.00815289991281003,-0.00200756798055994,0.000846737438670837,0.00224123349449455,-0.00035726779327231,0.000213534405917616,0.000160923458165847,-0.000109753682995058,-2.06536159297657e-05,-0.0001097232018785,-0.00373676987765857,-0.00022294042999217
78,0.00987142390526557,-0.00595794089132897,-0.00451368666991551,-0.000952106674834414,-0.00324799043240651,0.00109977051141643,-0.00042099936983545,0.000312856160269672,0.000173123592064653,-5.01947166136624e-05,0.000330338420093295,-9.76559503276655e-05,-0.0037005302518034,0.000247468135650842
79,0.0190838263975668,-0.00439065792799809,-0.00679738564852439,-0.00288690926611147,0.00142043089011473,-0.000820478247544236,-0.000716351325275496,0.000138595173282651,6.68102080759822e-05,-1.92100756850353e-05,-5.28642664982003e-05,-1.43388948321625e-05,0.00560882619750334,-0.00059735918093226
80,0.00264590596594088,-0.00755164540313662,-0.0105083548005543,-0.00199993682878667,-0.00209680279202387,0.00481974984833515,-0.000264812289630935,0.000296579198489426,0.000223844671581039,3.63673232553529e-06,0.000103205841835585,-0.000190826667033202,-0.0146910840102254,0.000171627487567449
81,0.0174724927656847,0.000249590525281905,-0.00634244718170871,0.000876845033028597,0.00225441133490464,-0.000191139116622372,-0.000649973988419212,8.50866777376617e-05,0.00011677065795126,-0.000100512116738293,3.9752390620918e-05,-5.56647556998839e-05,0.0143197533605688,-0.000564541134547549
82,0.00891303119356289,-0.00488606327677095,-0.00363272654661966,-0.00211206908851639,-0.0018887426039677,-0.000262853774710451,-0.000403280004484738,0.000241036594896883,2.47251699076768e-05,-3.82195884463157e-05,9.42130777981246e-05,-0.000104784689690548,-0.00386942409702226,-0.000186309440018917
83,0.00207337851555573,-0.00406272128579884,-0.0122457085093667,-0.00182883972508988,-0.00327293012156491,0.00305374884935661,-0.00025049397104422,0.000173475716492553,0.0002620757712892,-0.000159878216510985,0.000194263768963508,-0.000169690738979659,-0.0162830722769079,4.97523302103969e-05
84,0.00960992375254222,-0.00291343799410385,-0.00956369258627363,-0.00116174219629515,-0.00164806135016544,-0.00259043012252425,-0.000469616217000606,0.000152190604992675,0.000306923545838139,-5.83848836164245e-05,3.76282311624113e-05,8.50892436971067e-05,-0.0082674404968201,5.38305250733004e-05
85,0.0128022365530687,-0.00831928228733093,-0.00713779535455105,-0.00445642552360041,-0.00209049958472859,-7.6256818283358e-05,-0.000557998516685993,0.000328716715497699,0.000130659673944271,4.71086088826202e-05,0.000136667471252877,1.4590894109303e-05,-0.0092780230154256,9.97448470007773e-05
86,0.00774332010582529,-0.00314279919777243,-0.00095357847225705,-0.000828745546823588,-0.00303504059311247,-0.000171564925333899,-0.000350503554136463,0.000227231386068564,-1.85513664372458e-05,-4.58040783721817e-05,0.000192528503098527,-2.93064382993277e-05,-0.000388408629474155,-2.44055480781278e-05
87,0.0122362045400206,-0.00959364573345678,-0.00818430463452861,-0.00313630711913486,-0.00236285507873904,0.0101023923276568,-0.000619124143329359,0.000408706177347914,0.000214198377716553,8.17737774846635e-06,0.000179479666082058,-0.000362900115676032,-0.000938515698181855,-0.000171462660110401
88,0.0140488783297835,-0.000314625069225508,-0.00322169653663221,-0.000185012865139817,0.000839619863358116,-0.00313162194449825,-0.000606029714837655,0.000122390756945465,5.36324977546471e-05,-3.93163348531066e-05,7.47943672542627e-05,2.96460997589455e-05,0.00803554177764587,-0.000364882327977441
89,0.00755916408779182,-0.00993782343820448,-0.0064143491510269,-0.000150171776992773,-0.00338608948465294,0.00298646816165596,-0.000274164342778267,0.000372708075574291,0.000159825353636581,-0.000167134644479601,0.000215914124104206,-0.000141903935509349,-0.0093428016014293,0.000165244630547861
90,0.006604589681939,-0.0013306728981087,-0.0108030424881041,0.00511396816834979,-0.00503210480850723,-0.00718667470825953,-0.00044215624551154,0.000127888966686438,0.000223374248264301,-0.000221147534252097,0.000155090813671529,0.000192678860058194,-0.0126339370526908,3.57291089168238e-05
91,0.0150676931106549,-0.00327789653159875,-0.00484167949297197,-0.00314064330628993,-0.000289525503455562,-0.0030305024569956,-0.000619022051689539,0.000127356215079326,4.02154135644415e-05,5.40248551388781e-05,4.11476705475658e-05,0.000190581161643899,0.000487445819343126,-0.000165696735715428
92,0.0177362528150012,0.000657405095484152,-0.00773383032270651,0.000421980788354214,-0.000372287517078324,-0.00120678914745698,-0.000670022670215433,9.8747735763593e-05,0.000289880975814875,-4.55459024199071e-05,0.000209163809937433,7.55587792167749e-06,0.00950273171159772,-0.000110220173197761
93,0.00584308378366701,-0.00970043881255803,-0.00819115143600222,-0.00585487825214626,-0.00240269124825509,0.0110524461823844,-0.00034050343495253,0.000355280879604576,0.00023671547639505,9.48433541561217e-05,0.000182892379090585,-0.000368020754493731,-0.00925362978291015,0.000161207899800071
94,0.0127493289337808,-0.00302955615041729,-0.00595595791048173,0.00298364620875262,0.000742783657171613,0.00842384675839459,-0.000485274482818466,0.000183629928889711,0.000164908175525794,-0.000222109544317829,0.000214308062760559,-0.000298113627255462,0.0159140914972006,-0.000442651487215693
95,0.00509098611594969,-0.00917357054868176,-0.0171358525134597,-0.000998862895046929,-0.00822068601475037,0.0025270140937204,-0.000405259262316818,0.000271845635669903,0.00044609427285669,-0.000171110331498353,0.000218217368147411,-8.11318410835052e-05,-0.0279109717622687,0.000278655841775328
96,0.0096845758811274,-0.00702561025845636,-0.0137636441144956,-0.000113396512344148,-0.00375484456266317,0.00416985221276489,-0.000487180649718999,0.000288298272995875,0.000344884365398568,-0.000143098116234351,0.000138824932944633,-8.28122028825957e-05,-0.0108030673540669,5.891660250313e-05
97,0.0123139043199625,-0.00928519297462173,-0.00345835869100325,-0.00438371063724002,0.000972621969180583,0.0080425705971049,-0.000557862855217564,0.000372204839771314,0.000143675707204347,7.53251007643165e-05,7.91246453823538e-05,-0.00018668292310501,0.00420183458338296,-7.42154852002423e-05
98,0.0139211954573137,-0.00744686374877998,-0.00383179620874505,-0.00307142479898596,-0.00135738953394438,0.0052285718674232,-0.000589469517785957,0.000310848283895948,0.00016212424437242,-3.66960131937275e-05,0.00011420288069591,-0.000180916433640476,0.00344229303428151,-0.000219906555655883
