"run","temp","temppoor","L1temp","L1temppoor","L2temp","L2temppoor","L3temp","L3temppoor","L4temp","L4temppoor","L5temp","L5temppoor","temp2","temp2poor","L1temp2","L1temp2poor","L2temp2","L2temp2poor","L3temp2","L3temp2poor","L4temp2","L4temp2poor","L5temp2","L5temp2poor","tlin","tlinpoor","tsq","tsqpoor"
29,0.010263791342192,0.0244491694628817,-0.00544953671464575,0.00875402101379178,-0.000504089560969627,-0.0129536605117188,0.00370326686809197,-0.0153100152193342,0.00227512587977176,-0.0197124051645188,0.00449608495670366,0.00303961683491807,-0.000530449722764039,-0.000765941627546002,0.000233884550890252,-6.04184793768946e-05,-4.60405898782251e-06,0.000178161158921828,-0.00027391608761202,0.000350080052868091,-1.76206795912193e-05,0.000490858565733733,-9.32625332241046e-05,-7.20959974032073e-05,0.014784642771144,-0.0117332735839804,-0.000685968531288953,0.000120643673197549
30,0.00684543784829611,-0.0015921717336613,-0.0124698249832097,-0.00225602190841635,-0.00822361279342237,-0.00800783774343402,-0.00180320176009284,0.002246292741481,0.00204361786757536,0.00382782120789915,0.00848889801054813,0.00544482759981476,-0.000312663847368085,-0.000262477987674717,0.000595910297591802,0.000187549166935472,0.000209175261148332,0.000146020247981804,-1.63154987881597e-05,-0.000216207573288763,-7.54319609485833e-05,6.26104112472986e-05,-0.000248200095929201,-0.000265051688531539,-0.00511868581030531,-0.000337089836316772,0.000152474155706105,-0.000347557423330444
31,0.0162464770011704,0.00780136843787674,-0.00813967781644634,-0.0065737345489181,-0.00543589300697209,-0.00567352547335614,-0.00549608904109035,-0.00363863805953897,-0.00397796240291308,0.0125808930957088,4.94504785236716e-06,0.00504525220307891,-0.000874487170136641,-0.000414997413702278,0.000278455914830806,0.000325611265093948,0.000220921143510247,0.000126744020251242,0.00016361060109123,5.50420437170602e-05,0.000174500903638817,-0.000122805503728302,0.00018131975160377,-0.000201106462797884,-0.0067982002183991,0.00954161565485129,0.00014432114453823,-0.000231512051166215
32,0.0163230707166162,-0.00496417572588791,-0.0111445578831633,-0.00573698849551452,-0.00596583085164759,-0.0377331684555296,-0.00518699696146883,-0.0116827737279663,0.00544792771566619,-0.00738870060045149,0.00836611407317419,0.0119843224385561,-0.000749335642818499,-0.000229995375677145,0.000479664674122996,0.0003090277695017,9.84641952578415e-05,0.000751435985100085,0.000112821987445645,0.00018551764896171,-0.000202376326799246,0.000304706147948191,-0.000146646437803637,-0.000364281838809154,0.00783972680917689,-0.0555214845667937,-0.000407407550594899,0.000956410337025388
33,0.00307639703031033,-0.0043754636771316,-0.00456301209910151,-0.00366899609197949,0.00169131875047333,-0.028692747410982,-0.00363074410880452,0.0090209562419726,-0.00143745049013028,0.00112999989435299,0.00296075818893729,0.0149530120567846,-0.000183944144229049,-0.000124005831166137,0.000161333376936654,0.000224159068541133,-0.00013358547152159,0.000643697582943619,0.000164389221407381,-0.000355243222436692,8.1111120137659e-05,0.000261039230756817,-0.00017418176097881,-0.00044987628248053,-0.00190273272831537,-0.0116332389869829,-8.48776582477539e-05,0.00019977054615821
34,0.0091956546200141,0.000252984717877811,-0.0104212821613876,-0.0164591918653534,0.00198889106718606,-0.0139264162159585,0.00746727488090693,-0.00506415348832129,-0.000710935492556602,-0.0056341533922517,0.00617471370587098,0.0084450652694314,-0.000583471431585214,-0.000298876115045545,0.000391620249111992,0.000508145624865271,-9.69723616316457e-06,0.00025617876085019,-0.000375412680504566,-0.000162367324702478,0.000188481905303982,0.000272169591528612,-0.000112993065813964,-0.000298898167649554,0.0136943166200338,-0.0323858649745757,-0.000501472259650934,0.000276352369846496
35,0.0060996449356644,-0.0158110391281892,-0.00655530861743916,-0.00464383187660978,-0.0022243382102452,-0.0287063512297523,-0.00240563353027505,0.00382460972989389,-0.000324760713054532,-0.00479839713558449,0.00132329991332036,-0.00117816802064901,-0.000442379886498739,0.00017103574289847,0.000286677093895688,0.000242422597148434,9.61014221497102e-05,0.000636433989198417,4.54210962272226e-06,-0.000229684560042208,-2.1955350299186e-05,0.000279410271214938,1.34711286050508e-06,-6.36085249194092e-05,-0.00408709622202917,-0.0513131776608909,-7.56674982692992e-05,0.00103600951549864
36,0.00827141119487527,-0.00386611782429035,-0.00647842274629068,0.00477516198743974,-0.000170411058017516,-0.0356904415584299,-0.00102393811014505,-0.00511461249422892,-0.00302443245677625,-0.00855380314011306,0.00609229289428325,-0.00345415489500674,-0.000366288403112639,-9.76548662683777e-05,0.000190909481986495,-5.68826886771659e-05,1.05206282583255e-05,0.000714366425613151,-7.31151178335214e-06,-4.81497564046262e-05,0.000203179686527678,0.000443207009952623,-0.000285336981350107,7.0814377815485e-05,0.00366649971792901,-0.0519039679246293,-0.000254327099473599,0.00102570050203109
37,0.0104452403882865,0.0216778326192698,-0.00472629665548291,0.0191207007252616,-0.000524529470125903,-0.00778984709863368,0.00103900421181402,0.0290184697677161,-0.000967194794355026,-0.00733014942009262,0.001613071397897,-0.00557373854073619,-0.000484248364142029,-0.000593279471664995,0.000260083638328813,-0.000318148847868029,0.000113178637661529,5.82121333470615e-05,-0.000138874675530166,-0.000737065389312323,7.7092456819361e-05,0.000202297233974937,-0.000102913819769597,1.70297698131306e-05,0.00687929507803365,0.049123268052785,-0.000275682126632089,-0.00137095457171022
38,0.0126986013674919,0.0042403680777127,-0.00681175962412972,0.00158072727467768,-0.00778466755223329,-0.0320507667836,-0.00221992067245239,-0.00496009808854209,0.000485904684506759,-0.0114490017629521,0.00569694248276075,0.00151444713703663,-0.000597059767078112,-0.000274496952925763,0.000265930076720325,0.000132464322800597,0.000379951655386507,0.000685800829986165,-0.00014983650626478,-0.000104011744905697,0.000121706764913159,0.00068009588931426,-0.000112008293649684,-0.000182932303020126,0.002065100685944,-0.0411243241456671,-9.13160699725848e-05,0.000936920041249436
