"run","temp","temppoor","temp2","temp2poor","prec","precpoor","prec2","prec2poor"
23,0.00227953054162466,0.0137833949079555,-0.000141425975032353,-0.000605496171578744,7.08572978511242e-06,1.21775372645281e-05,-2.04597295495736e-09,-3.6082579956298e-09
24,0.00767132349179243,0.0497448977088766,-0.000283330229912753,-0.00129338584893004,1.17849156727801e-05,2.41211217146309e-05,-3.02561085163684e-09,-5.28961446349721e-09
25,0.0148996968976872,0.0412694241656897,-0.000698169345784178,-0.00105550428138859,9.33333766150807e-06,4.94455254408994e-05,-6.28687551431764e-09,-1.1141039230872e-08
26,0.00490529163722804,0.042264357780828,-0.000108601484843299,-0.00118321646059101,1.59441533710682e-07,5.35342539554838e-05,-1.79748915858353e-09,-1.37160931080056e-08
27,0.00712552770873055,0.00694174964276678,-0.000135453383453055,-0.000408816183298726,-4.90809386529594e-07,2.34673303651757e-05,-8.13880201355954e-10,-7.20507463094586e-09
28,0.00572277459654788,0.0460526649401347,-0.00013454515725362,-0.00115158145700764,2.41519459116992e-06,3.39233892222455e-05,-4.74277542107385e-09,-9.78273033867572e-09
29,0.0145109052021986,0.0227402728186636,-0.000622688830423964,-0.000615331080460997,1.8573861177322e-05,5.66528793391424e-05,-7.97098268065544e-09,-1.42617816563927e-08
30,0.0016907091925667,-0.00660008769949713,5.03349133761979e-05,-0.000120246882349032,1.54221761292823e-05,1.01386940571176e-05,-3.88143715837436e-09,-4.56487453999931e-09
31,0.0100338285730437,0.000383639865330089,-0.000574262029461525,-0.00011693398378181,1.17581852979342e-05,1.6591102657419e-05,-3.39799437024203e-09,-6.27753592564743e-09
32,-0.00184971664979281,-0.00728602196543905,0.000210815367813718,-4.03589084474235e-05,-1.02821204326317e-05,5.6518284722496e-05,-2.15022764641129e-10,-1.30991198061605e-08
33,0.0113004807732857,0.0293712798276163,-0.000365309939959614,-0.000937132343958039,8.86898969450156e-06,3.02447328468916e-05,-4.32181840530302e-09,-7.70169124685427e-09
34,0.0109347438603122,0.019099920029985,-0.000257365800722559,-0.000788815401596587,7.92587794544713e-06,2.95391386553352e-05,-3.55088373829446e-09,-1.09040837236838e-08
35,0.012309143615338,0.0415467606494601,-0.000512852620242684,-0.00113341020528665,-1.44105713687954e-05,2.93133953663929e-05,9.36545925249247e-10,-8.32041516180184e-09
36,0.0112662862395791,0.0378808598862044,-0.000347838013361683,-0.000932488478856887,-1.99341828260428e-05,2.78370326685282e-05,3.21842480702199e-09,-7.64761964026368e-09
37,0.0112873800452343,0.0518536261213651,-0.000336397576834426,-0.00133233135111903,5.27951279189236e-06,3.49813715243e-07,-4.17755000170265e-09,-2.94391424024234e-09
38,0.00724152927889502,0.0603405596167855,-0.000229314154188277,-0.00156751254044041,-6.99112343325338e-07,1.53630045061673e-05,-1.14730241020244e-09,-6.59382514753624e-09
39,0.0116200177067109,0.00451134075538528,-0.000514994498320624,-0.000257305935816844,4.54636143394543e-06,3.64252991063658e-05,-1.06280518510223e-09,-1.11749621492212e-08
40,0.0100314888275062,0.0191699600137849,-0.000418236868102796,-0.000582015003350152,-2.22272095107314e-05,2.89518777172213e-05,5.56292253267488e-09,-8.09087647392596e-09
41,0.0129177668646985,0.0265693035751697,-0.000478713074765805,-0.000804677056959062,3.36629740044947e-05,2.5456694011577e-05,-1.21021925817149e-08,-8.28976151996787e-09
42,0.0080638453746435,0.011235061991008,-0.000275715925985473,-0.000624831446386849,-7.61315762216679e-08,1.91192493616631e-05,1.72090024335143e-10,-4.51424380615456e-09
43,0.0066327125270642,0.0318983906482254,-0.000445266758978446,-0.00100465585599626,1.67554200350679e-05,8.95688904751712e-06,-1.07024342951627e-08,-3.16669490845675e-09
44,0.0106138496972381,0.0174877910634099,-0.000451649197391131,-0.00060352536884044,-4.92967849140375e-06,2.9137701396009e-05,2.68056612948547e-09,-7.65757951069681e-09
45,0.0106531364335875,0.000701298724826964,-0.000379579305859854,-0.000140229227905729,3.41321701478619e-06,1.72644083259823e-05,-1.47870060634182e-09,-3.73862509704987e-09
46,0.00867361758781359,-0.00157934720932305,-0.000426832092845449,-0.000277727510365299,7.28617325785066e-06,4.48815652624512e-05,-5.8127162879142e-09,-1.19382782020359e-08
47,0.0106727265350907,0.0288150558861268,-0.000386484719566299,-0.000902164170506,7.5097397831774e-06,1.69705716639131e-06,-3.2608597435688e-09,-7.96058813895974e-10
48,0.00337989461431659,0.0248119908155959,-9.61754559663078e-05,-0.000701704033464485,-6.36681441048696e-06,3.27440609729485e-05,6.7625914541051e-10,-1.15335995395828e-08
49,0.0111914206935319,0.0113538009302892,-0.000289407364976056,-0.000487202799900151,-2.51281174906604e-05,3.57814900297849e-05,8.8607321633558e-09,-1.16474036712898e-08
50,0.00354803519045091,-0.0374382892228779,-0.000127008348860231,0.000657222740350895,-1.20003630137766e-05,4.61915119515201e-05,2.76560033575577e-09,-1.26206787163753e-08
51,0.00429674730043702,-0.00971230245726143,-0.000166207328819307,-2.47232789948323e-05,4.27193011229868e-05,1.86514865397882e-05,-1.20443779485775e-08,-6.48626311054477e-09
52,0.0065146641026712,0.0271381200015733,-0.000463565018611151,-0.000758799260444908,1.63072922200721e-05,2.60472531988383e-05,-5.85509438021227e-09,-6.28950969459806e-09
53,0.0110116138492983,0.0113082214418487,-0.00054725236782815,-0.00044935512607292,3.95978719479895e-06,3.50500040705862e-05,1.99664114229622e-09,-1.10254071849634e-08
54,0.0101771771116207,0.0371160675839818,-0.000492836223113287,-0.000935654824095931,1.10858627913297e-05,3.24160774103795e-05,-1.55431929287368e-09,-8.02792877361503e-09
55,0.0094766784921622,0.0137980966661166,-0.000477492703917726,-0.000607982395266484,-3.95291119072685e-05,9.56804678999413e-06,1.04461749120541e-08,-4.11813774211357e-09
56,0.00800728813413283,0.0266372076797848,-0.000453406399370811,-0.000869558351987222,2.18404883567176e-05,2.80107092586365e-05,-7.00571995763601e-09,-8.56140353637883e-09
57,0.0149219610116107,0.0159109877976337,-0.000767099461857315,-0.000563359096992344,9.37628555708597e-06,3.05625495745181e-05,-3.09666135885447e-09,-4.50959007924421e-09
58,0.00958319480011239,0.0175187563135664,-0.000115396824679052,-0.000545155590647921,1.51059247738213e-05,3.09289944905913e-05,-7.21504680357024e-09,-8.38743367450702e-09
59,0.00877938043096366,0.0098247799590165,-0.00027224131667914,-0.000373062861108865,6.14214144774337e-06,1.42105742844647e-05,-1.00302707265088e-09,-4.59505039795727e-09
60,0.00992584061322923,0.0110784050924703,-0.0006329334612855,-0.000414291141962439,-1.23732461937869e-05,9.06974457834369e-06,6.73297243386148e-10,-4.23395440549441e-09
61,0.00673001784792093,0.0280063525072133,-0.000274475412675154,-0.000876387164196499,3.32522795724446e-05,1.10983222855225e-05,-6.55803983673021e-09,-3.70271156738792e-09
62,0.00515607064160715,0.0385705161402887,-6.81773722692427e-05,-0.00105015470187476,7.50378253858356e-06,3.26045266715258e-05,-1.92980564902854e-09,-7.63122011149362e-09
63,0.00863825587615992,0.0181648745052896,-0.000164110099076276,-0.000648706676615094,8.40462311892997e-06,2.23365219670274e-05,-4.27010631661039e-09,-5.86161033216451e-09
64,0.0117621178830433,0.0392983626393932,-0.000359314985136669,-0.00119685679893385,5.92797697403639e-06,9.61556328321861e-06,-2.13687225909304e-09,-3.10328867693151e-09
65,0.0112656335808519,0.0206885327605007,-0.000475476541079033,-0.000615547502892832,-4.01174212999829e-06,4.23024895614066e-05,-2.7021858741884e-10,-1.06677007730787e-08
66,0.016251717839901,0.022974719502143,-0.000654246904565352,-0.000738046453284921,2.05392138589829e-05,1.91599547217449e-05,-3.550622189722e-09,-4.77584311377525e-09
67,0.0106856455791446,0.0116654007595867,-0.000408445632191235,-0.000496463650751939,-6.38270571083884e-06,1.78829535212733e-05,-3.24099405833262e-11,-5.4498737370133e-09
68,0.0100948144210317,0.0256508897646346,-0.000467318364411855,-0.00082407979238586,1.33191213615726e-05,1.94668797373687e-05,-2.93055793236303e-09,-4.13256616352601e-09
69,0.007962194635939,0.0216073786127151,-0.000220123974959393,-0.000621782141362604,-1.07553866247891e-05,5.40829620936695e-05,9.7085270679633e-10,-1.65712948202802e-08
70,0.0116762494771495,-0.00532589104765494,-0.000512455244217412,-1.69900466368088e-05,-2.21380958154921e-05,2.78743832659957e-05,6.72489897387897e-09,-8.75092697160205e-09
71,0.0169344026938957,0.0218727634336633,-0.00072883728522572,-0.000446337399189909,1.24741009251977e-05,2.73743023683363e-05,-3.34358654156225e-09,-8.45550031986989e-09
72,0.00149441978209921,0.058082722024325,-0.000154959689260299,-0.00132734844372971,-7.03247227247899e-06,2.97566162322391e-05,6.99719821668065e-10,-6.83847751963837e-09
73,0.00461322675148875,0.0511273564377139,-0.000200228185045207,-0.00123688313283333,3.82236293168302e-05,3.76502925511272e-05,-9.83736632662405e-09,-9.69331948375124e-09
74,0.011290525030428,0.00900337926793685,-0.000531627839407903,-0.00041926924720646,1.21106549032646e-05,4.4962856983688e-05,-4.40066483924338e-09,-1.58916253645096e-08
75,0.0124892723216004,0.0349467837708384,-0.000417935588166611,-0.00101206353173102,-2.59987238449473e-06,2.06874223689916e-05,-4.23018093704267e-10,-6.75435806927199e-09
76,0.00737630564177858,0.0401990515459805,-0.000241272982680646,-0.00106804059205805,-4.01983936806662e-06,1.10380437610344e-05,-9.4319527692515e-10,-3.39083775586457e-09
77,0.00292296171723868,0.0502450492003061,6.46797944848743e-05,-0.00126242754199189,3.53475323682273e-05,2.29952666170492e-05,-9.97546857006996e-09,-4.74408433258231e-09
78,0.0106341216838362,0.0358456868159869,-0.000559353238963278,-0.000902163041590142,-1.16379994965204e-05,1.99077549290994e-05,7.04322722717247e-09,-5.12180883290554e-09
79,0.00599078271183388,0.00410051629951903,-0.000147192156672226,-0.000282710453053977,7.48699366583224e-06,1.68006093573869e-05,-1.89711860605246e-09,-6.00154386432031e-09
80,0.0103112593759578,0.0233862212332573,-0.000323834687132524,-0.000658032887210665,7.12724932006844e-06,1.96780534305069e-05,-2.81250086904998e-09,-8.65666814472048e-09
81,0.0110866262449742,0.0465724503791906,-0.000510200258530435,-0.00123226339538464,-1.18733772951993e-05,2.52137357395022e-05,-2.23904514651155e-09,-4.61178975132004e-09
82,0.00673882709041447,0.033473561687199,-0.00033051068128289,-0.000922635864069967,1.4343933952664e-05,2.89266980419053e-05,-3.77434780869334e-09,-9.91529802510949e-09
83,0.023644802160702,0.0354361124303571,-0.000907778596169756,-0.00107351747958891,2.12864640731524e-05,2.79963368251053e-05,-5.96152054679264e-09,-9.45228801158237e-09
84,0.00906504918818381,0.0473175512674696,-0.000359556881949972,-0.00129282647381827,-1.0695581220956e-06,2.29569512549022e-05,-2.81941889037512e-10,-7.43824064460159e-09
85,0.0139216939437536,-0.0108221678146403,-0.000420911182237857,-9.28226290030492e-05,3.66377151834186e-05,-2.01968172450848e-06,-9.66255896499623e-09,-1.19377168560395e-09
86,0.0116691801319362,0.0412587387437738,-0.000573261230042202,-0.00125002176598355,-1.26480585727464e-05,2.90258047876644e-05,-8.27051989524818e-10,-9.80834556670283e-09
87,0.00922062411858238,0.05737600320062,-0.000373187569469193,-0.00141422341071683,1.25729239285009e-05,3.1824121865036e-05,-6.54237717566128e-09,-9.71219353390507e-09
88,0.0109709869433854,0.0142727024370828,-0.000415037132134898,-0.000554240037245296,1.85385496786291e-05,1.93873947891596e-05,-2.90694801753781e-09,-6.08905975221029e-09
89,0.026246119069069,0.00282227061521562,-0.000749926874287428,-0.000416600603491566,1.95504127447778e-05,1.29123953851739e-05,-6.87094527754247e-09,-3.9119702993564e-09
90,0.0141788727504254,0.0251585680071061,-0.000373277019531786,-0.000760291819442373,-1.44337195731655e-05,3.35134497579144e-05,1.12370680719305e-09,-1.06351660665122e-08
91,0.00635909095593768,0.00195806528002266,-8.12925441037469e-05,-0.000389780024771232,2.9246572074352e-05,4.20454782897245e-05,-1.13145158873404e-08,-9.26801429390177e-09
92,0.00566150138469746,0.038187215594261,-0.000270821242047841,-0.00109427895080306,-1.45474871219559e-07,1.75941094535189e-05,-4.83442810359266e-10,-7.08449992297363e-09
93,0.00852993714199144,0.0403070208590524,-0.00020318967195195,-0.00100387886409328,-4.11438300614475e-06,2.62636097368204e-05,1.23816946119031e-09,-7.4131368494616e-09
94,0.0148420787115478,0.0344631273604419,-0.00057823910195763,-0.00094850065747238,7.45374154836732e-07,2.18543886992386e-05,-4.7351942597352e-09,-4.72048223037881e-09
95,0.0121739387735653,0.0569323508767551,-0.000477792004943255,-0.00149991701367993,1.62583991825059e-05,2.18954348054839e-05,-3.70748987143338e-09,-8.4351983502157e-09
96,0.0129974638838146,0.0185692414214017,-0.00064367042448208,-0.000662957065473236,1.32981861545408e-05,5.45594730629347e-05,-7.41979037138846e-09,-1.20179962324278e-08
97,0.00831841241257728,0.0284597830760591,-0.000334352684815832,-0.000871473828469019,-5.58491117936331e-07,2.9181874346878e-05,-2.13755248940149e-09,-1.0531841829594e-08
98,0.0150180125142442,0.024815799802296,-0.000581061386183728,-0.000816633193209124,2.25618865949526e-05,2.31972494890018e-05,-6.88961064338147e-09,-6.67405517846375e-09
99,0.00929073075787928,0.0128858540550927,-0.000292439482593548,-0.000598251708525189,8.97191934301586e-06,5.0460296952453e-05,-1.98795416417847e-09,-1.58705107514607e-08
100,0.00984868215256447,0.0236622448095628,-0.000540107762475423,-0.000705826874021016,2.20527444844959e-05,1.46401059160665e-05,-7.6461708788294e-09,-4.66937634214092e-09
101,0.00460723435183603,-0.000990998514853856,-7.18816631503293e-05,-0.000136452330564111,-8.83393033665812e-07,2.49103217380387e-05,2.38987770392638e-09,-9.63171669214997e-09
102,0.0155541718841605,-0.000775800231656883,-0.000389002966929934,-0.000157546233466025,2.53396941776528e-05,4.21207479034348e-05,-5.32788163101911e-09,-1.20919278054274e-08
103,0.00395631782990707,0.0246740335702219,-0.000183648221593992,-0.00066797125857781,1.14784233520436e-05,1.41325388972089e-05,-4.39579128475572e-09,-3.18143126425915e-09
104,0.00981880040976155,0.0266479015943202,-0.000307678266387572,-0.000922033265606364,3.25342079102709e-06,2.70166746375142e-05,-3.62657951774351e-09,-8.01073091566896e-09
105,0.017028474762942,0.0433091619529412,-0.000607682618646437,-0.00131230144922846,-2.98752079637055e-05,2.82581261107023e-05,1.88953929871255e-09,-5.62864166496449e-09
106,0.00834396619315043,0.0315490147726148,-0.000219591498606016,-0.000947232691955541,-3.44489499026559e-06,3.18729500090817e-05,-4.3583063540823e-10,-6.27062678317768e-09
107,0.0145713499074346,0.0818854053335636,-0.000552211321557337,-0.00194417223007804,-2.60288950182636e-05,1.74017716150779e-05,-1.34165713886683e-09,-4.56862445167564e-09
108,0.00928829259623324,0.0177890065166667,-0.000446823192849825,-0.00050246627518736,1.824663405273e-05,3.62798569591506e-05,-6.28469255652292e-09,-8.48497138439135e-09
109,0.00316510784050729,0.0332116255516805,-0.000107694154688915,-0.000848064827540608,-2.41244481696915e-05,2.71857655246859e-05,6.38578703089338e-09,-8.57135731303489e-09
110,0.0076811732261715,0.0148412247614997,-0.000309421803076202,-0.000603015809675091,-1.72196154046179e-05,2.48391909953519e-05,9.75086663104574e-09,-6.82885149744889e-09
111,0.0117611904358466,0.058450139882165,-0.000563964131304953,-0.00136813078326514,1.08567481091772e-05,1.98706528764627e-05,-1.50163229856716e-09,-5.90213773253719e-09
112,0.0244592324356127,0.01929442677756,-0.000815198742040902,-0.000787619819921319,1.38455161849456e-05,3.57759226685124e-05,-7.92771638108979e-09,-1.0790693591582e-08
113,0.00951138876936803,0.0604288297597289,-0.00046643862278575,-0.00143069422840261,-1.49331238126405e-06,2.37996031451141e-05,-2.69131770166639e-09,-5.0786816599992e-09
114,0.0025677452043933,0.0562874990696447,-5.31514247712051e-05,-0.00136084168871747,8.19841456604423e-06,5.1941779958736e-05,1.33876878377687e-09,-1.31555747199049e-08
115,0.0111305564344772,0.00387794646891963,-0.000254447490145871,-0.00026762494106155,-8.16854836133354e-06,4.5054540666367e-05,1.39630912898828e-09,-1.57638617664263e-08
116,0.0114508520474574,0.047363417730904,-0.000247415687671597,-0.00121888186014843,1.68107789338656e-06,3.11840931114286e-05,-3.86833486545202e-10,-7.45319759158039e-09
117,0.0117820214194359,0.0121973856092141,-0.000370308728159606,-0.00049009405667815,-3.04522848241109e-06,1.98923427431527e-05,7.29899164953907e-10,-5.81813485618091e-09
118,0.0136386545146737,0.0123919257854312,-0.000651869777684971,-0.000464148496248526,3.0671057684272e-06,2.9535524467222e-05,-3.18213330296935e-09,-1.11636068538786e-08
119,-8.09954489316665e-05,0.0111121898068124,3.82937822673195e-05,-0.000281717128647916,-6.48423197149255e-06,2.98715153002348e-05,2.77892226979473e-10,-9.0458265162818e-09
120,0.00375267983036084,0.0437306678030473,-0.000178996952055231,-0.00116543462007976,6.25305233736108e-06,1.89805861570229e-05,-2.9782245851227e-09,-6.11728810225707e-09
121,0.00943934414210281,0.0174459607526061,-0.000260891239767619,-0.000749991628115201,1.82418603886151e-07,2.07266402925299e-05,-1.37870343533736e-09,-4.97173105320253e-09
122,0.00242410687340435,0.0572159847096592,-4.01032632640299e-05,-0.00134933739770107,-3.49966579229472e-06,2.53315814166308e-05,2.29919693989777e-10,-8.65698804541368e-09
123,0.0060276259484489,0.0193225419756546,-0.000448380375646637,-0.000568697028573499,2.88570001540643e-05,2.65444444650798e-05,-9.02259040087551e-09,-6.14955657024797e-09
124,0.0121935873152303,0.00891767408146165,-0.000409912217947636,-0.000466041710097356,4.73844833851919e-07,3.01495152220254e-05,-8.17020756832852e-10,-1.08268864086079e-08
125,0.00704504401913627,0.00672039328138352,-0.000254713518389838,-0.000507956063008591,-2.95641549016174e-06,4.58417685591761e-05,6.01775598936789e-09,-1.01803813683002e-08
126,0.0124566078172394,0.0222443298056093,-0.000319517662085174,-0.000793641360230736,1.49948547231875e-05,-4.80868477523881e-06,-5.6180602232805e-09,1.75386733400509e-09
127,0.0117820078306351,0.026608360208449,-0.00024007178953455,-0.000875344190584625,1.67999627102537e-05,9.75360336461605e-06,-4.25310880482246e-09,-1.95844919980394e-09
128,0.0131480112165586,0.0221570560075457,-0.000465155906378358,-0.000716551651288914,1.91719174287083e-05,3.12509660735352e-05,-3.88354731885228e-09,-9.09762834444207e-09
129,0.0119088547661637,0.0509271057666116,-0.000459545630864236,-0.00147295868780573,-8.84855292237229e-06,2.06140999821494e-05,3.94496072423697e-09,-3.89093177596668e-09
130,0.00711106459502596,0.00845687399975185,-0.000457288171208435,-0.000462814061909831,9.15302964375174e-06,4.08123142221317e-05,-1.47181055384511e-09,-1.00515495155758e-08
131,0.0106126013706519,0.0329114698410857,-0.000326441153123903,-0.000921299913493112,-1.88312566791888e-05,2.39969013103275e-05,1.94963269149815e-09,-5.95015204989657e-09
132,0.0143884576502677,0.0611410426590124,-0.000405999789333778,-0.00149172554433542,1.09208143135859e-05,3.91794215887847e-05,-2.88828848930425e-09,-1.19687304986184e-08
133,0.0134116031948394,0.0100595055249287,-0.000474785812434737,-0.000459138132549238,-5.79287170783169e-06,3.80254414703905e-05,-1.58595360053565e-10,-1.0675725614368e-08
134,0.0026461382238882,0.0410364069884206,-9.26918514110959e-07,-0.00108954560560489,1.35248016939826e-05,1.3158209182599e-05,-2.29907322557507e-09,-4.54142441133225e-09
135,0.00829485757835775,-0.00702434703168435,-0.00031528078659534,-0.000227374629506203,-3.91792097506486e-07,1.8399228704387e-05,-1.27669378348515e-09,-3.8811525066809e-09
136,-0.000751364691623008,0.0788685452751581,5.89115743853556e-05,-0.0016511252295301,1.3088646942306e-05,1.76175515276739e-05,-1.83393391511384e-10,-5.03498924805675e-09
137,0.00839719981156957,0.038081405856176,-0.00030806210855015,-0.00101542868485265,1.92178876477589e-05,1.49390050754625e-05,-6.15446352277903e-09,-5.79642139517625e-09
138,0.0106103787055629,0.0192793014298784,-0.000460939837179168,-0.000669503669728109,1.40535047271265e-05,9.23036682465013e-06,-2.68493301158205e-10,-4.62529250592611e-09
139,0.0117628027483218,0.0233674733417807,-0.000437199831319113,-0.00075174444767291,6.89032180218915e-06,1.38515619463318e-05,-4.6798646411021e-09,-4.42247504311324e-09
140,0.00767438560171246,0.00425639949205223,-0.000189656242752662,-0.000364563645210284,1.41453979426948e-05,6.91897089528033e-05,-5.02629195444374e-09,-1.86599371220686e-08
141,0.00907913549040721,-0.0176001810803451,-9.96238645406183e-05,-5.08220622321852e-06,-2.85623825316997e-06,2.8804049369882e-05,-1.08105490013378e-09,-8.61219834311423e-09
142,0.0065800765966948,0.0164395807262628,-0.000142243253958469,-0.000380950576821956,2.29720648816237e-05,3.91782469050448e-05,-6.54882974308639e-09,-1.25696064439635e-08
143,0.000898410085513642,0.00369460873175899,-6.97601365497567e-05,-0.000314835148558665,3.64133060610569e-05,8.53626417606706e-06,-1.24535605446128e-08,-1.82506030529192e-09
144,0.0129191963818307,0.0208733638154317,-0.000365105562133922,-0.000614046511149147,6.40738949408307e-06,1.70865182972196e-05,-4.69620459022968e-09,-4.96532340360392e-09
145,0.00745965712539724,-0.00229221974850162,-0.000218180517579297,-0.000257968659772383,2.08322707524407e-05,5.72201228277613e-05,-7.19287843877962e-09,-1.56341007714568e-08
146,0.0117615318267719,0.0368617900758715,-0.000435137073252636,-0.000965930726289735,8.08101261109284e-06,2.98373225485677e-05,-4.41095461211877e-09,-7.93064324083613e-09
147,0.0114643105293144,0.0466398783119646,-0.000447913093600692,-0.00127869313357382,2.40381816669316e-05,1.13214497081599e-05,-9.45301819101585e-09,-3.4260041418552e-09
148,0.00691337547726492,0.0125404464969388,-0.000135425733641506,-0.000399976235080656,6.11303576589675e-06,2.62626055127585e-05,-3.35561799043678e-09,-8.48487876803412e-09
149,0.00285062318369035,0.0278165660506313,-2.24341765417734e-05,-0.000898581966354055,-1.21688824878212e-05,1.36927897341325e-05,2.44403512291129e-09,-6.0807465494292e-09
150,0.0161613618716696,0.0278899142771635,-0.000650044971174843,-0.000836101996352044,-1.08221065053858e-05,4.78924417554589e-05,-1.54844971542997e-09,-1.30160442265764e-08
151,0.00667083138737981,0.0163811757658761,-0.000249330242722784,-0.000458445529098678,1.45363482435067e-05,2.63872218761809e-05,-3.98295052188421e-09,-9.84538791269232e-09
152,0.00313938591560983,0.000476802660749689,2.72374419975017e-05,-0.000275733244532117,2.34574811171807e-05,4.33273242216318e-05,-2.80399482281532e-09,-1.14607164213932e-08
153,0.0081367391489358,0.0242162987517971,-0.00024280308907095,-0.000746618106282173,-1.32954756649866e-05,6.32180953320188e-06,-9.12070746603762e-11,-2.23369577451805e-09
154,0.00154048980878143,-0.0122006190906168,-1.52505521521759e-06,4.46825943219607e-05,3.44951678586281e-05,2.20227931713887e-05,-8.63898471166233e-09,-4.31947125504995e-09
155,0.0162321667710407,0.0123602785380188,-0.000615029914920899,-0.000431197913570802,-2.54223792896425e-06,4.04727837311487e-05,-1.42724101936855e-09,-1.25320592222746e-08
156,0.00549057335149577,0.0240962583012153,-0.000206280652639344,-0.000638599934219285,1.62072368952755e-05,1.75442598022568e-05,-5.91001292361929e-09,-4.22660978988031e-09
157,0.00758312314305563,0.0283438511259234,-0.0003403015634995,-0.000781680030444747,1.52282203020444e-05,3.70577497095984e-05,-6.06237426872783e-09,-9.05405855547993e-09
158,0.00691989344259244,0.0409829987525786,-0.000387374888527295,-0.00103828332269963,9.11008571584592e-06,2.22024949715929e-05,-3.71252785432471e-09,-5.82046377221672e-09
159,0.00901255356473135,0.130545101355484,-0.000176574876439094,-0.00287871242344209,1.13661663393548e-05,1.75948359980494e-05,-6.5523384210541e-09,-6.14185379707827e-09
160,0.0163503738340982,0.0261009290397376,-0.000712521960021175,-0.000864079583490884,7.19471587457266e-06,1.90583447528769e-05,-2.22866014542274e-09,-3.71372708686376e-09
