"run","temp","temppoor","temp2","temp2poor","prec","precpoor","prec2","prec2poor"
161,0.00896732841159442,0.0783041751721994,-0.00042445402871974,-0.00180095466503236,-8.70603381234696e-06,3.5609723588912e-05,5.0917918632288e-10,-8.50672472658132e-09
162,0.00905669551593844,0.0284199485052462,-0.000436990831310607,-0.000858616061519731,2.40883595541713e-05,2.42810254786771e-05,-5.41932518994822e-09,-7.53437817668076e-09
163,0.00772230791848139,0.0414556029569356,-0.000196382651662142,-0.00101486396484788,1.35370752827869e-05,2.13230507493915e-05,-4.44716224575616e-09,-7.64642202867475e-09
164,0.013371368045113,0.0474638645745879,-0.000466485353285827,-0.00131051805377981,1.81319155333239e-05,1.18155929007408e-05,-6.58867911848948e-09,-5.71101319462639e-09
165,0.0026002380152181,-0.00574236629153875,-6.88384098528684e-05,-0.000214616673347729,-1.0813014694797e-07,4.81148126313931e-05,-7.28886005980182e-10,-1.04651243899197e-08
166,0.0100989302480154,0.0364263454256841,-0.000623993966336773,-0.00101529334056722,3.84737513715127e-06,2.04116688646821e-05,-3.64347528947212e-09,-6.23198965708028e-09
167,0.00069479600954848,0.0362048878178301,1.97645849554521e-05,-0.000883335442900942,2.37699388742122e-05,4.54588407383126e-05,-6.40627850522436e-09,-1.22525529146016e-08
168,0.0113502918886353,0.0340274725657766,-0.000321898556815831,-0.00102251033736721,-6.78943958022718e-06,3.0049636603638e-05,3.21626228923023e-10,-8.9933761786619e-09
169,0.00537983987868028,0.0339268942929621,-0.000265734770393915,-0.000802912061097666,-1.74270876339519e-05,2.08951719551738e-05,4.48145383189583e-09,-5.50313912597669e-09
170,0.00582958601751577,0.0286925312035834,-0.000177645493297228,-0.000667744536435319,8.14807562209282e-06,3.83827170476462e-05,-3.83837949397753e-09,-1.04651372902113e-08
171,0.0066006469755276,0.032792520710616,-0.000301578639398852,-0.000930458067309062,-3.56396861529832e-06,2.60157312228214e-05,-5.58413362543341e-10,-1.04957665594312e-08
172,0.0104190943626076,0.0254065841948374,-0.000214446262832394,-0.00089939339299764,-4.10253932638769e-07,7.3855881032349e-06,-6.9558944776639e-09,-3.14612611933472e-09
173,0.0101735243444552,0.00824903475106552,-0.000355718197338778,-0.000318039916679204,1.21608362371838e-06,1.92253636784455e-05,-1.0226319989683e-09,-6.0449514695616e-09
174,0.00568790946326819,0.0224313517505337,-0.000177093726597493,-0.000734021656203296,-3.08773141045672e-06,2.63307892141399e-05,1.40878990827577e-09,-5.23156470619621e-09
175,0.0132982465977388,0.0310899589112415,-0.000509902697683906,-0.000866671576854838,-1.59121306634997e-05,1.77697994778379e-05,1.56108777811412e-09,-5.09659969802129e-09
176,0.00308533561279714,0.0406489852383642,-0.000138891586945922,-0.00120135479818679,1.25760206000446e-05,2.68910293825327e-05,-3.51170826832941e-09,-7.91310015117341e-09
177,0.0166787904002143,0.00854564338314457,-0.000613953884060315,-0.000287575428189225,1.20832478460449e-05,2.66137109705961e-05,-9.73772875238337e-09,-1.09968428887151e-08
178,0.0149585274039088,0.0109074846139864,-0.000522215261002697,-0.00047984066665174,6.04650976413349e-06,1.35173099996683e-05,-3.81834693236847e-09,-4.85954255001159e-09
179,0.0182272047650776,0.0610630708710004,-0.000591742962362647,-0.00155359796361693,2.27074323189113e-05,3.4333380381486e-05,-6.53567596878309e-09,-8.15967262234426e-09
180,0.00655453178033203,0.0323081546869452,-0.000288607440467919,-0.000862801749411612,2.30189731327621e-05,9.01396740582757e-06,-4.50656640308622e-09,-1.8400276158565e-09
181,0.0189891612341451,0.028099110457116,-0.000659954453993106,-0.000894000371576443,2.64480906293603e-05,1.5487187871764e-05,-8.22924065162183e-09,-3.55477831274955e-09
182,0.00665705737325063,0.0413227337638156,-0.000209567151119372,-0.00111645500232044,1.72251073417437e-05,1.54403450223563e-05,-4.96704499361645e-09,-3.95503776796805e-09
183,0.00516407525335302,0.02330242790865,-2.72499745316419e-05,-0.000685916687895751,-1.05150189965432e-06,1.56364574592994e-05,-1.12721425355583e-09,-5.75696406893028e-09
184,0.00842860031142243,0.0368096872439512,-0.000285856164031957,-0.000968376977839344,1.30361893437251e-05,2.02744807410615e-06,-2.38638853620797e-09,-2.17958743157291e-09
185,0.0116220638977864,0.0394010957546894,-0.000375474329660998,-0.00119337533649122,-4.74021041285446e-07,1.70544220678606e-05,-1.80073760653326e-09,-5.68316286884907e-09
186,0.00570415683754977,0.0163925584516513,-0.000175756924891139,-0.000623325633138715,-1.38172883045151e-06,3.89702645537121e-05,-1.51310072459112e-11,-9.85281364008711e-09
187,0.00701993198569033,0.0495722135766737,-0.000257297029850515,-0.00116662324010318,1.70864869288455e-05,3.4926404340135e-05,-2.8469640477035e-09,-9.75361859387293e-09
188,0.0100315266742057,-9.4228488251788e-06,-0.0004366453452745,-0.00022245435069346,1.83289863163738e-05,3.15616333393874e-05,-7.86665001773906e-09,-8.9932045349546e-09
189,0.0113113177483082,0.0094391139292163,-0.000373433240200544,-0.000530079602584859,1.34596561873539e-06,1.72403636493683e-05,-1.63240483377193e-09,-4.08793535085969e-09
190,0.0174132365769886,-0.00275252110155615,-0.000540829147321535,-0.000215034688124629,9.93032225475892e-06,3.59248765808485e-05,-6.42311892472082e-09,-1.21955681194053e-08
191,0.00867307727397754,0.0271486238251591,-0.000310029566649635,-0.000737980376425392,-5.5195650131237e-06,3.85677071904191e-05,1.24148032009385e-09,-1.12247531008921e-08
192,0.00822335479955376,0.0137081049724809,-0.000226553723156504,-0.000677062928265028,3.1690921058786e-06,3.59920439609805e-05,-1.26397846646295e-09,-9.4440417489155e-09
193,0.0134855745710736,0.0388385641151392,-0.0005065137799782,-0.0010229925361063,-1.15938279684697e-05,2.93317686636778e-05,7.75048142582034e-10,-7.24228607674469e-09
194,0.0125982766721135,0.0118101717911714,-0.00055311105082583,-0.000373788802808577,2.56997162304005e-05,7.70773677278978e-05,-9.66964726973183e-09,-1.89855150066364e-08
195,0.00732952725697161,0.0150179186339413,-0.000197709010500145,-0.000524469664255202,3.4868497625578e-05,2.91843983118802e-05,-8.51101549968123e-09,-1.02470807246239e-08
196,0.00414204956259796,0.00306475547632355,-0.000161803959206364,-0.000262506458454937,2.17671545983312e-05,1.25222220517437e-05,-3.94652741296659e-09,-3.99717248349913e-09
197,0.0108993985840335,0.00187244598420401,-0.000306571651849805,-0.000302379087448056,1.15620703792175e-05,1.81096204953549e-05,-4.28919170888486e-09,-6.25717087662011e-09
198,0.00546959912232705,0.0238338973063679,-0.000145625333281398,-0.000700611573604737,-4.02544165411092e-06,1.94791956489807e-05,1.39307460083025e-09,-5.5856565835633e-09
199,0.00474651148438649,0.0385922725671505,-0.000165615483450179,-0.00104337233796458,1.19188184911037e-06,3.78465710564631e-05,-1.74652421015599e-09,-9.44969764110687e-09
200,0.00779318455309283,0.0208134147004563,-0.00012316253472743,-0.000835237149914282,6.40768902577378e-06,3.06778702795009e-05,-2.45454479891192e-09,-6.38041797912208e-09
201,0.00343633828159192,0.0118451446488689,-9.52189530965218e-05,-0.000616291175507477,1.21878148668253e-05,1.79641675987521e-05,-3.90664445670443e-09,-4.73253270704869e-09
202,0.00762901364640349,0.00182381993479722,-0.000429495131133657,-0.000233658069006745,-1.07964688215841e-05,2.51965627506301e-05,5.31297161515867e-09,-5.44560446239575e-09
203,0.00307382050877936,0.0383204436388609,-0.00024007982507265,-0.00104842868806305,5.79829681668728e-06,3.69915281907877e-06,-1.08380640172194e-09,-1.28877115870492e-09
204,0.00406343888932707,0.0478573190149113,-0.000146572659927628,-0.00133303694757284,2.04174508401804e-05,3.21857551140182e-05,-8.18335332881547e-09,-7.54314066044011e-09
205,0.0116740794109691,0.0211794781507965,-0.000349372668046463,-0.000816187711551105,1.1107110758039e-05,2.35920061482207e-05,-5.8543256674133e-09,-8.09694428893724e-09
206,0.00893833594377441,0.0855277949441338,-0.000286917646773376,-0.00217068330372442,9.43752147740669e-06,1.71951504804391e-05,-4.4163991925995e-09,-3.94978515771805e-09
207,0.0063304582239496,0.0146437345635169,-0.000191233907132517,-0.000502172437771076,7.035603065629e-06,2.95822251612636e-05,-5.2060348724691e-09,-1.06172891653323e-08
208,0.00834493997282994,-0.000306842936814565,-0.000352599854309483,-0.000309250722347387,5.03373578578844e-06,3.45427232673044e-05,-1.69885534332513e-09,-8.27281432064053e-09
209,0.00525055561587241,0.0101973207683994,-0.000130392050687898,-0.000315274805767914,2.57092872517163e-05,4.46991780435948e-05,-8.03886575314043e-09,-1.37301019882149e-08
210,0.0110143250401413,0.0165498247857056,-0.000248637285236646,-0.00066359731442123,1.39584621336281e-05,1.17171328633312e-05,-5.78916507027273e-09,-3.79245698371966e-09
211,0.00590462865371748,0.0341545508340781,-0.000271037992921415,-0.000911277167632417,-6.93466375903702e-06,2.87534935370044e-05,-3.89852726439571e-10,-6.1226581027278e-09
212,0.0079142217318985,0.0344490753809736,-0.000386829171169884,-0.000992678716718333,1.41846635263471e-05,1.70501104973703e-05,-1.97237277861854e-09,-5.26835853141526e-09
213,0.00198458701505236,0.024022364944996,-2.02162304502986e-05,-0.000716141301096871,4.44489424767416e-06,4.07120061022628e-05,-3.24673479694703e-09,-1.15684088618215e-08
214,0.00827222104268427,0.0475393890068969,-0.000210415353922079,-0.00112107166690629,2.20549603758572e-05,3.516022691159e-05,-8.04803523783217e-09,-8.84665250468699e-09
215,0.0120367909983299,0.0311406021753494,-0.000515164903732989,-0.000899358401901497,1.60194269090478e-06,3.80863675212779e-05,-7.90042748992914e-10,-1.20857044954396e-08
216,0.00618806157158154,0.0198696881715407,-6.86329041744816e-05,-0.000640854542136654,2.73253168271884e-06,1.11122952453466e-05,-1.33036951917353e-09,-4.55410500114367e-09
217,0.0140528439999351,0.0687223364869887,-0.000450291246093423,-0.00172722479822347,9.99572487644013e-06,4.69753632486847e-05,-2.69731013230255e-09,-1.37955582234826e-08
218,0.0123325867735376,-0.00550129669633063,-0.000624002508818742,-4.11789389553642e-05,4.78269501920974e-05,3.12837471359278e-05,-1.10120960531941e-08,-1.01184821877139e-08
219,0.00817999124037935,0.0157412146915809,-0.000238825978560136,-0.000624383200701106,-1.52568110485624e-05,1.15178642826649e-05,1.86284691933286e-09,-3.83803353086317e-09
220,0.00460931032839098,0.0315094727472226,-0.000215229868024576,-0.000989619671224059,-1.7869017853813e-06,2.59657541355934e-05,1.65410829564601e-10,-5.8875869002234e-09
221,0.0114297375064436,0.0250300613910747,-0.00037199355844117,-0.000762887436692892,-1.24500108362282e-05,2.86734532554553e-05,2.81526996209759e-09,-8.05084281147294e-09
222,0.0155169054419543,0.0259433061836744,-0.000465624573816848,-0.000997481297359641,-2.44029381141866e-06,5.41072216589497e-06,-2.57865916003706e-09,-2.19140457171714e-09
223,0.00788428717765608,0.0786403257357943,-0.000292896297318473,-0.00180639031328056,-1.88783576777417e-05,5.16721341246111e-05,2.10489969562704e-09,-1.17170360798971e-08
224,0.0040393151814635,0.0233484387117703,-1.17887478996801e-06,-0.000741673230846557,-5.12929057764308e-06,3.0921254769638e-05,3.74939854545504e-10,-8.43308938348896e-09
225,0.00913058605444573,0.0298001378116425,-0.00019885994662933,-0.000918032163616101,4.23937179242237e-08,-2.85112763334076e-07,1.71428903467331e-09,-3.03543458654027e-09
226,0.00866563978694671,0.0253740503033015,-0.000313649675115153,-0.000856746920310942,-9.21112665979487e-06,2.16228210929616e-05,-1.81591793827505e-09,-6.31425896539317e-09
227,0.0177344065199458,0.0239308242805709,-0.000519101997401923,-0.000798420734688085,1.90878670591328e-05,3.89130092777772e-06,-7.65336332735172e-09,-2.38550159264758e-09
228,0.00706684570583253,0.0450228157729733,-0.000342526000325055,-0.000991334658284611,-7.25596899451646e-06,7.21310266015451e-06,2.2663284481505e-10,-4.44051229664458e-09
229,0.00758916115008877,0.0542566440511156,-0.00023822146903163,-0.00146033734571069,7.26823107987024e-06,4.57784447658289e-05,-3.64962277505382e-09,-1.31713294579926e-08
230,0.0112151992769003,0.0185526080136577,-0.000289026110895767,-0.00076049748529594,-6.4308069567947e-06,3.23292377441891e-05,2.47442434085085e-09,-1.07934973081206e-08
231,0.0122612045994549,0.0463951188435163,-0.000393847885231543,-0.00119572674244705,8.66326442870959e-06,3.48522594690432e-05,-1.14902562273459e-09,-1.1028120772953e-08
232,0.00496269569939704,0.035649501165365,-0.000100198113359973,-0.000941034231024277,-7.27409068149583e-07,3.7985984841387e-05,7.7852629037679e-10,-1.08319878067995e-08
233,0.0104602283175234,-0.0191512725397893,-0.00041399576161328,0.000232906331480563,-8.10389826990123e-06,3.0705153309423e-05,3.32174224566581e-09,-8.86863800079343e-09
234,0.01260308487096,0.0279449761205655,-0.000288478706967301,-0.000842995623108557,5.66270874811608e-06,2.94203637726701e-05,-2.49592770848979e-09,-8.62500284437702e-09
235,0.00519466428752129,0.0422223532010409,-0.000323505632482263,-0.00113352905772001,2.07839099970781e-05,2.85123154171744e-05,-4.04315120887873e-09,-7.10417827869277e-09
236,0.0180863585699039,0.0310698572042836,-0.000515194454304623,-0.0011211311587879,1.0119996474381e-05,3.72638030820889e-05,-6.16198910841849e-09,-1.14691513463601e-08
237,0.0117506115961443,0.0644202730166829,-0.000341678194467831,-0.00167328067198415,1.47571096036987e-05,2.49221454730295e-05,-4.48023729393235e-09,-5.92823339062508e-09
238,0.0143206638821577,0.05093744820572,-0.000469058392113313,-0.00136607847577937,1.24175375633759e-05,2.41789119406902e-05,-4.85743659041611e-09,-1.12173710441882e-08
239,0.0146083408748754,0.0484581044970128,-0.000323437968889987,-0.00118514048353628,2.60389167334381e-06,2.48610844588536e-05,-2.16526434450012e-09,-6.5329734401674e-09
240,0.00869364487259435,0.019639965210042,-0.000233037123587206,-0.000652772094495469,5.27398073955808e-05,1.38223048657607e-05,-1.3904151534091e-08,-5.38456782425295e-09
241,0.00850136343007427,0.0177381770922181,-0.000248858417632157,-0.000717210077215012,1.61391978244314e-05,2.73744175174984e-05,-5.00482498717944e-09,-8.04499722633748e-09
242,0.0022920270816995,0.000156422632741114,-0.000146700276765212,-0.000229476361429124,2.00060779018015e-05,1.39121160823103e-05,-5.39297316035438e-09,-5.46101673574967e-09
243,0.0101375634191451,-0.00488134886635346,-0.00046368033510736,-4.08315481962305e-06,3.30545032531096e-05,2.57572667148886e-05,-8.90256561620657e-09,-1.04855565600148e-08
244,0.00905119541385587,0.0136552670045819,-0.000398117835408599,-0.000405898942546052,-2.66358882108205e-05,1.20629714456547e-05,5.28337168809279e-09,-5.08240821758931e-09
245,0.00693518896920486,0.0211405219419229,-0.000192716084689452,-0.0005586171431827,-9.70886147764585e-06,3.0148144358349e-05,-3.20823743200908e-09,-8.6796680736836e-09
246,0.0127949291232705,0.0518272890475767,-0.000530465893883198,-0.00154152332248665,1.67016626353578e-05,2.47591705404691e-05,-1.68415620693237e-09,-6.77354176319221e-09
247,0.00666789750699583,0.0164595131662242,-0.000171484215604762,-0.000573456219259759,1.51653400355268e-05,2.45103035621483e-05,-7.6592510742713e-09,-7.03507855968814e-09
248,0.010468880084219,0.0208828051627721,-0.000318497477221429,-0.000680082113462568,-5.44817191855475e-06,2.54865760993781e-05,-2.2485479095786e-10,-6.2667790443982e-09
249,0.00965276189421817,0.0425959257608768,-0.000155393231809367,-0.00117572038012222,7.8221312660206e-06,9.36446712643222e-06,-6.28625224644062e-09,-2.51751635750953e-09
250,0.00929610650262134,0.0241683814781535,-0.000558113965020653,-0.000677772428154594,2.29675594699735e-06,2.82407895662174e-05,-2.31556211145486e-09,-1.10409078143829e-08
251,0.0170294789083042,0.0245045678205535,-0.000566779749700211,-0.000661816923223341,6.99913133609153e-06,4.11723795456847e-05,-4.31225276719031e-10,-1.33789851598187e-08
252,0.00745953503867339,0.0501938772133166,-0.000376779534388961,-0.0012221169917838,2.09309887973974e-05,1.32794643160682e-05,-3.1082068011071e-09,-3.18930706391067e-09
253,0.0114950824294159,0.0509822251008116,-0.000243751511616442,-0.00114011148722619,6.68949979747795e-06,2.14751175223744e-05,-2.26183732716196e-09,-7.53744550609867e-09
254,0.00798338286550511,-0.001253249730735,-0.000378061891412195,-0.00026744519119884,4.287673264561e-05,2.84159569323591e-05,-7.26091475133267e-09,-6.97161972986246e-09
255,0.00864770506528429,0.0142837373416172,-0.000307504250454138,-0.000638786199851799,6.43159679955871e-06,-6.58136099165041e-06,-7.39645771371855e-09,-2.83112672163908e-11
256,0.00949399130669558,0.0278270362353388,-0.000288610688062915,-0.000707012005934196,3.43397939599763e-07,9.04257954362987e-06,1.44521620361516e-09,-3.58377239670054e-09
257,0.00410187413300458,-0.0298433844568961,-0.000268562822435022,0.000391238411209609,-1.67721176166357e-06,3.37450262375893e-05,9.41189027016832e-09,-9.4764471466987e-09
258,0.0161123786094942,0.0165152556581972,-0.000638080412180768,-0.000778038669550491,4.2998575218393e-05,9.83073251965215e-06,-1.1333642472911e-08,-3.89713943893837e-09
259,0.021996847261956,0.0398856414849597,-0.0008672229663431,-0.00117556536530333,-2.25958581227405e-05,2.14725807161933e-05,8.76922215375697e-09,-7.96973968426194e-09
260,0.00362645402270557,0.00229731172228265,-0.000192552474471085,-0.000185838551754485,-1.60245642604989e-05,2.05492365664098e-05,5.73373990107343e-09,-5.28506238070084e-09
261,0.00737379792881721,-0.00900058741418749,-0.00023031526574951,4.45848316348055e-05,1.68146328989598e-05,2.02846926231103e-05,-1.54285505812177e-09,-4.44796390364945e-09
262,0.00612031631616917,0.0385928446926663,-0.000349419786776257,-0.00105045342691255,2.43542855262569e-06,1.89211800395797e-05,-4.18993783412067e-09,-6.38129073932543e-09
263,0.00339448572978881,0.0206933321556237,-0.000104443645960206,-0.000657274961859847,3.60945997741628e-05,1.91036740326946e-05,-8.87713782368296e-09,-5.94286760296682e-09
264,0.0108163882999283,0.0402633192744971,-0.000307660342970866,-0.0012797153062817,3.07269560368194e-05,1.65903490579197e-05,-1.04123811317976e-08,-4.61678887930463e-09
265,0.00513498363083494,0.0186259616446622,-8.52953175621526e-05,-0.000564268424038325,2.98884297945729e-05,2.43711436411049e-05,-8.25583544223791e-09,-6.41345669116095e-09
266,0.00708934712656247,0.0120268357611585,-0.000227081595004891,-0.000524784248315299,7.94843074132074e-06,3.28094474850747e-05,-4.571116167357e-09,-8.36149274812558e-09
267,0.00493690535351805,0.0078057487900071,-0.000285614994918917,-0.000560733252088129,1.36577720797826e-05,2.22166561257365e-06,-2.88672465588904e-09,-6.32550138149924e-10
268,0.00343211413180003,0.0232284054664505,-7.70676535383536e-05,-0.000767084474111073,-2.0396073583617e-05,1.31129489723516e-05,5.36489927351059e-09,-3.50305584975496e-09
269,0.0150957883696635,0.040420697594787,-0.000467452621181918,-0.00113947518795548,-1.24150819815712e-06,2.8443014529427e-05,1.01427100297361e-09,-8.03997012179571e-09
270,0.00802602634682571,0.0530329189402948,-0.000196605175801486,-0.00135852706973948,5.45134121599825e-06,2.95037366321316e-05,1.85624995539895e-09,-7.56620508223968e-09
271,0.00677357005955312,0.109154739769298,-0.000140584786344918,-0.00245639061345292,-1.64102585813307e-05,1.44460134542623e-05,-1.5646713006237e-11,-4.94634959740932e-09
272,0.0103842154594009,0.030992015149127,-0.000383848242926787,-0.000962282114813253,9.49404242306194e-07,7.19719106943821e-06,-1.84914392818634e-09,-2.43690286158249e-09
273,0.00679654294368553,0.0115888204873227,-0.000170455213251081,-0.000459654523636065,1.74944081415052e-05,3.27687056317671e-05,-6.18005201330775e-09,-1.04158335109039e-08
274,0.00827010457489941,0.0274695937754185,-0.00018252439661158,-0.00100981685571304,-1.22862724003863e-05,2.32371490617293e-05,2.16523937621571e-09,-4.73464191564726e-09
275,0.0053788697308685,0.0109592583172324,-0.00024823977896668,-0.000427908634660122,2.74616167020783e-06,2.1046018270645e-05,-1.08286911973683e-09,-6.53685966833588e-09
276,0.0107802045034317,0.0573333558678817,-0.000334869737301893,-0.00134698069836602,-1.40386446479402e-05,2.73290662485877e-05,2.50678391542762e-10,-8.19366815337539e-09
277,0.00994613043186076,0.0245672565387169,-0.000328409279983294,-0.000854079888578881,-4.40982562429859e-06,2.71660387319332e-05,1.55120985482048e-10,-9.73130974351356e-09
278,0.0130377761406619,0.0187332804350724,-0.000534830300542541,-0.000662422442975334,-5.65294772481424e-06,3.27944961047281e-05,-4.22948792661652e-09,-9.72204129719278e-09
279,0.0149362528284446,0.0188144784908644,-0.000538906704883122,-0.000659659209517636,3.07075172814145e-05,1.51400380925446e-05,-8.99093507886556e-09,-5.43239816050704e-09
280,0.00616273603407522,0.0179016282403773,-0.000211512485659576,-0.000698331653060363,5.17614766717139e-06,2.48450696115153e-05,-1.77345764104453e-09,-4.53556700178988e-09
281,0.0107885649266897,0.0404620391011094,-0.000226641376676805,-0.00113552379393172,6.68157418896168e-06,3.06775299472667e-05,-9.5915876449494e-10,-8.97286488268819e-09
282,0.00481107763124931,0.0698585616171175,-0.000129274824067134,-0.00175770521315246,1.00917184704084e-05,2.10378350658721e-05,-3.80740042843803e-09,-5.26792736566021e-09
283,0.0040661516818651,0.0275281349656182,-0.000224544333860657,-0.000908847038022878,8.79263982186766e-06,4.09222510950071e-05,-1.56872382620883e-09,-1.01506397245691e-08
284,0.0110406975474326,0.0373718662004056,-0.00037882327701293,-0.000867954555881992,3.51880431649798e-05,2.57201610927258e-05,-1.11115047066759e-08,-6.99562782747794e-09
285,0.018543448923294,0.0265364996180499,-0.000776852355655488,-0.000836364448713038,1.44798025885167e-05,3.771666965036e-05,-7.52143138407641e-09,-9.07985780411839e-09
286,0.00122663399087883,0.0137079449705072,-1.80973978262558e-05,-0.00047573692096034,-8.85827198750248e-06,2.57924603478347e-05,-1.50144269418873e-09,-9.13011129236141e-09
287,0.00645847752330393,0.023907014806231,-0.000227080085720145,-0.00073573960182308,2.5170254214966e-05,3.23582046857168e-05,-6.49606428171158e-09,-9.32827409392937e-09
288,0.0134031066306068,0.0244403818031467,-0.000392059630656257,-0.000667935360333453,1.13701315031874e-05,3.87864970560984e-05,-6.26955254101979e-09,-1.0780502309837e-08
289,0.00121088023153948,0.0063189056493986,-6.40005810667043e-05,-0.000501706545068,9.52633961978592e-06,3.92619079382725e-05,-3.33588207013364e-09,-1.22617548851498e-08
290,0.0095836406478839,0.032434387758526,-0.00030294767345315,-0.000866466801468829,-1.19690318803152e-05,3.15217890675279e-05,8.04697519905884e-11,-7.60209181538414e-09
291,0.00141944491657865,-0.00814303083852875,-0.000109988919117563,-1.96994047638974e-05,1.77783601940692e-06,2.36432839000564e-05,-5.39634156879572e-09,-9.10176980308157e-09
292,0.00802938791686967,0.0621065336852116,-0.000373625754944394,-0.00157641053008298,9.16282420131817e-06,4.13309511970071e-05,-4.34827489138604e-09,-1.12080780282224e-08
293,0.0147918911894876,0.0304515988616547,-0.000459404212076323,-0.000868712364808216,-1.18554454540859e-06,3.87273593014112e-05,-9.89577055451048e-10,-1.18223956660322e-08
294,0.00517960595960232,0.0916958191461733,-0.000164904200267749,-0.00223370209882435,-7.65858308973128e-06,2.96449950456588e-05,-9.56314885868832e-10,-8.00222859369435e-09
295,0.0159613832855027,0.00630333323322946,-0.000509286955719273,-0.000290103489175327,-1.44728687156651e-05,1.90620783103074e-05,3.79230179466559e-09,-7.87893784534468e-09
296,0.00622996781968611,0.00857696996649521,-0.000336706618701736,-0.000461196718599463,-2.55501117654823e-06,1.73637876663789e-06,-2.14638323850372e-09,-2.63210230353801e-09
297,0.00324007470764691,0.0215033437112549,-0.000110180202778034,-0.000617605376722458,1.52650560739311e-05,3.58950213420115e-05,-2.7208462647668e-09,-8.93980050730472e-09
298,0.0176650660647894,0.029686649496769,-0.000819450560253323,-0.000980477127712085,2.0735884554233e-05,-1.34867181699326e-06,-1.01238847545872e-08,-1.26636899041543e-09
299,0.00991809672350725,0.050502535205319,-0.000390529541433411,-0.00137123275077316,7.42462646422066e-06,3.57843746969891e-05,-2.36163837590911e-09,-1.02218620711491e-08
300,0.0041452683643242,0.0132880526147379,-1.0027872867254e-05,-0.000528970962716729,-8.7342010255281e-06,3.95064571575818e-05,1.21072522501993e-09,-1.35014471063028e-08
301,0.00338349496756146,0.041080180737598,-0.000355320300801047,-0.00101226905021075,2.52137060500908e-05,1.49495287492357e-05,-7.8519181358806e-09,-3.83703970956471e-09
302,0.00673096080626002,0.0126890678080003,-0.00029057431511445,-0.000466412320081216,2.47901986825784e-05,1.61617522107202e-05,-3.6695287142476e-09,-5.10307947196016e-09
303,0.00578536290182336,0.00502221489949513,-0.000370974911689188,-0.00036578608528325,-2.1516837412228e-05,2.77175951809433e-05,1.77797109723917e-09,-7.51142213896831e-09
304,0.015145043483935,0.0310731927400597,-0.000603239391717651,-0.000768447782108815,-6.30870721455065e-07,3.18586386481964e-05,-1.11124470124248e-09,-8.23185618149246e-09
305,0.0115336986455313,0.0762870646950875,-0.00022878183056939,-0.0016701813872807,2.45851336909092e-06,1.80142297878205e-05,-1.1125558913243e-09,-6.18967156935902e-09
306,0.0100468903646908,0.0224603436786693,-0.000277379372427116,-0.000476177994418649,2.46430217548592e-05,3.31470816613312e-05,-7.97761737841491e-09,-1.06080876108963e-08
307,0.0174580468621074,0.0121943713672465,-0.000603036457499404,-0.000496834954381755,6.10886193451956e-06,2.19884996764992e-05,-6.39490554610839e-09,-6.71178733427135e-09
308,0.000384771802121213,0.00222763293086841,1.08249615230541e-05,-0.000272075669782171,5.72030895313814e-06,3.8195122915338e-05,-2.43914367855653e-10,-1.0436235307853e-08
309,0.00876456710373582,0.0481945863337783,-0.000489549453961115,-0.00134064498467624,-1.31090676277423e-06,1.81640942585284e-05,-2.34393966452795e-09,-3.55047935572301e-09
310,0.00726116045754673,0.0284097346315993,-0.000181169143281958,-0.000802147674709069,1.08407106743211e-05,3.08224721608703e-05,-5.73032319629333e-09,-9.90730990426088e-09
311,0.00939132214734196,0.0340506262919344,-0.000294522213749698,-0.0010938783101861,1.27331168637627e-05,9.61620651573005e-06,-8.53805112910416e-09,-5.23197039623966e-09
312,0.0142473503608251,0.0251848707382982,-0.000513292307928887,-0.000766876667205867,4.09545846985143e-05,1.64266739300319e-05,-1.25308966987813e-08,-5.0580804999273e-09
313,0.011890437131753,0.0435037230225295,-0.000581326854210346,-0.00104477893391044,9.81198600664907e-06,3.51340026406517e-05,-3.84624893977032e-09,-8.55454149758099e-09
314,0.00668594858994512,0.0496780252964914,-0.000192587475620132,-0.00141033880835161,-3.02114517293487e-06,2.73672866984445e-05,8.06337160159621e-10,-7.21314156523201e-09
315,0.0143618347785713,0.0285438965733555,-0.000407046930135479,-0.000846384365712264,2.02665099010695e-06,2.17997654945387e-05,-3.86117872861096e-09,-6.1288872785442e-09
316,-0.0015203371793943,0.0376912091569156,-7.99187862353122e-05,-0.00100194468580245,3.67370757206881e-07,3.09872956792543e-05,-7.00525656748348e-10,-1.17930848184452e-08
317,0.0191137574508551,0.00637328973474172,-0.000624929382134857,-0.000233276359268151,-4.78377157687091e-06,4.55394595990111e-05,-1.62010256015262e-09,-1.60813199695499e-08
318,0.0075077548399768,0.027892628267405,-0.000271220182974865,-0.000870961757815412,1.84137679951457e-05,1.42838617192696e-05,-1.50525792694923e-09,-4.20314290953235e-09
319,0.00707950910433199,0.0272137099630559,-0.00031971083452773,-0.000757059318306452,1.68461639847189e-05,5.58893583166667e-05,-1.42190550909951e-09,-1.24181179420808e-08
320,0.0094647332778143,0.0238513932207489,-0.000491961106862079,-0.000725140591906689,1.03262630131008e-05,2.16224123827619e-05,-7.62850402534679e-09,-6.35258476340458e-09
321,0.00803544556206274,0.0401714868337131,-0.000254158340194067,-0.00115794565864998,1.06738930203431e-05,8.17535342685421e-06,-7.2095626259997e-09,-4.15411169814712e-09
